KIC003744043  4964  2.978
KIC006117517  4912  2.988
KIC006144777  4840  3.017
KIC007060732  4849  3.026
KIC007619745  5155  3.141
KIC008366239  5305  3.198
KIC008475025  4937  2.966
KIC008718745  4936  3.026
KIC009145955  5190  3.019
KIC009267654  5042  2.967
KIC009475697  4839  2.946
KIC009882316  5400  3.171
KIC010123207  5127  3.119
KIC010200377  5050  3.059
KIC010257278  5185  3.093
KIC011353313  5226  3.006
KIC011913545  4937  2.982
KIC011968334  4929  3.042
KIC012008916  5166  3.120
