#   Time (s)     Flux (ppm)    Error (ppm)
 157123.1156      -61.86962      69.34432
 158888.5356      -43.03455      69.33395
 160653.9729      118.37482      69.35979
 162419.4015      196.93375      69.34900
 164184.8389      147.46188      69.35207
 165950.2589      271.20114      69.34745
 167715.6876     -139.17685      69.33764
 169481.1250     -284.96982      69.33797
 171246.5451       28.72944      69.33337
 173011.9739       29.92153      69.34346
 174777.4114     -213.38463      69.33727
 176542.8315     -131.54745      69.33113
 178308.2690       -2.20537      69.35112
 180073.6979     -144.83929      69.34380
 181839.1181       -7.09295      69.34027
 183604.5556       38.74302      69.35041
 185369.9845       38.38539      69.34129
 187135.4135      189.42355      69.35793
 188900.8424      248.90900      69.34812
 190666.2714      -21.04044      69.35255
 192431.7004       34.33228      69.34553
 194197.1294      642.53809      69.37377
 195962.5584      365.49567      69.35673
 197727.9875      -33.67662      69.33945
 199493.4165       70.45269      69.34791
 201258.8456      415.92120      69.35322
 203024.2834      404.83475      69.35783
 204789.7038       28.96786      69.35381
 206555.1330      122.42794      69.35807
 208320.5708      262.73727      69.35285
 210085.9913       75.10185      69.35724
 211851.4292     -281.98956      69.35022
 213616.8584     -156.81982      69.36253
 215382.2790      -55.49192      69.34299
 217147.7169     -390.11240      69.33705
 218913.1461     -685.27460      69.32752
 220678.5668     -589.54956      69.33915
 222444.0047     -305.05658      69.35683
 224209.4341     -502.22873      69.34383
 225974.8548     -678.71808      69.33253
 227740.2928     -451.80322      69.35582
 229505.7222     -582.57581      69.35990
 231271.1602     -654.22058      69.33106
 233036.5810     -468.61172      69.35078
 234802.0105     -153.83958      69.35266
 236567.4486      268.69775      69.37311
 238332.8694     -385.52283      69.35018
 240098.2989     -202.95381      69.35405
 241863.7371     -198.48346      69.34537
 243629.1666     -219.34509      69.35245
 245394.5962     -398.27823      69.34284
 247160.0258     -340.10410      69.36556
 248925.4554     -244.08102      69.37128
 250690.8850      -93.93692      69.36661
 252456.3146     -271.97598      69.36193
 254221.7443     -293.37405      69.35412
 255987.1740     -653.62451      69.35149
 257752.6037     -584.42352      69.35640
 259518.0247     -573.39667      69.36037
 261283.4631     -586.80774      69.35957
 263048.8929     -426.59045      69.35850
 264814.3313     -265.53870      69.36021
 266579.7524     -415.86160      69.35862
 268345.1822     -487.38718      69.35318
 270110.6207     -148.53477      69.36707
 271876.0419     -199.49675      69.36102
 273641.4718      -82.25441      69.35973
 275406.9103      285.74466      69.37787
 277172.3316      673.77087      69.38963
 278937.7615      376.58215      69.38461
 280703.2001      -13.88788      69.37072
 282468.6214     -171.00572      69.36681
 284234.0600     -171.48256      69.36572
 285999.4900     -517.01068      69.33669
 287764.9201     -536.20337      69.35543
 289530.3501     -175.95291      69.36212
 291295.7802      -77.06880      69.36704
 293061.2102       18.83507      69.36971
 294826.6403       -1.25170      69.36655
 296592.0705      -67.59167      69.36833
 298357.5092      -61.03516      69.36870
 300122.9394       95.00980      69.37690
 301888.3609      252.48528      69.37674
 303653.7998      120.40138      69.37108
 305419.2300     -101.50671      69.37207
 307184.6516     -176.60857      69.36531
 308950.0905      222.80215      69.37600
 310715.5208      604.62952      69.38352
 312480.9424      415.68280      69.38607
 314246.3814      192.76141      69.38297
 316011.8031      265.71750      69.38386
 317777.2420      205.27840      69.38264
 319542.6724     -331.16339      69.37453
 321308.0942     -247.24007      69.36438
 323073.5332       -4.52995      69.36982
 324838.9636      225.54398      69.38128
 326604.3854       57.33967      69.37392
 328369.8246     -212.31174      69.37265
 330135.2550     -208.37784      69.37290
 331900.6942      126.83868      69.37566
 333666.1161       49.82948      69.36954
 335431.5466       93.57929      69.37508
 337196.9858      -78.97615      69.37270
 338962.4078      -49.82948      69.37582
 340727.8384     -185.54926      69.37878
 342493.2776       56.50520      69.37047
 344258.6996     -119.26889      69.37314
 346024.1303     -107.88441      69.36993
 347789.5696        8.46386      69.38641
 349555.0003       41.84246      69.38350
 351320.4310      -46.19360      69.38084
 354851.2925     -310.48059      69.36779
 356616.7319     -153.77998      69.37448
 358382.1541       37.43172      69.38527
 360147.5849      136.13701      69.37769
 361913.0158     -113.54684      69.36724
 363678.4466     -585.73486      69.34696
 365443.8861     -431.29919      69.35941
 367209.3084      -63.89618      69.37129
 368974.7393     -229.89511      69.36324
 370740.1789     -397.02655      69.35357
 372505.6012     -349.04480      69.35637
 374271.0321     -199.79477      69.36230
 376036.4718     -101.62592      69.36700
 377801.8941       -2.56300      69.36927
 379567.3252      149.72687      69.37696
 381332.7649      487.92361      69.38848
 383098.1873      687.24158      69.38135
 384863.6270      421.16641      69.39101
 386629.0581      243.90221      69.38141
 388394.4893       14.90116      69.37234
 390159.9204      141.26300      69.37228
 391925.3516      227.57053      69.38087
 393690.7828     -176.60857      69.36540
 395456.2140     -319.24249      69.36469
 397221.6452     -368.05869      69.36988
 398987.0851     -320.91141      69.37592
 400752.5163     -609.33826      69.35124
 402517.9390     -364.84003      69.36285
 404283.3789      103.83129      69.38144
 406048.8102      252.36606      69.39048
 407814.2330      -82.43323      69.37705
 409579.6730        0.71526      69.39323
 411345.1043      -42.85574      69.37581
 413110.5271       76.05553      69.39282
 414875.9672       71.16795      69.39996
 416641.3986       88.45329      69.39104
 418406.8301      112.53357      69.38278
 420172.2615      -43.03455      69.38989
 421937.6930      -86.30753      69.39330
 423703.1246       84.87701      69.39837
 425468.5561       50.54474      69.39254
 427233.9790       44.34586      69.39297
 428999.4192     -380.03922      69.38182
 430764.8508     -405.25198      69.37794
 432530.2911     -521.18298      69.38601
 434295.7141     -734.98486      69.37605
 436061.1457     -462.94928      69.39233
 437826.5860      170.46928      69.39863
 439592.0091     1312.73267      69.49571
 441357.4408     -221.43126      69.39622
 443122.8812     -850.37946      69.37476
 444888.3043     -602.30493      69.37434
 446653.7361     -232.27930      69.38416
 448419.1765     -157.11784      69.38993
 450184.6083     -204.62274      69.39011
 451950.0402      -74.56541      69.39103
 453715.4720     -249.02820      69.39259
 455480.9039     -134.05084      69.38986
 457246.3358     -113.60645      69.39448
 459011.7677      -14.60314      69.39262
 460777.1996     -167.96588      69.38207
 462542.6402       -4.52995      69.38322
 464308.0635      240.08751      69.39912
 466073.5042      272.75085      69.40113
 467838.9362     -313.69925      69.38684
 469604.3596     -499.96375      69.38180
 471369.8002     -238.29938      69.38250
 473135.2237     -163.37633      69.38823
 474900.6558     -563.32349      69.38178
 476666.0965     -138.04436      69.38728
 478431.5286      358.81995      69.40625
 480196.9521      246.52481      69.40164
 481962.3930     -369.19116      69.39151
 483727.8165     -250.51833      69.38984
 485493.2573      -26.34525      69.39334
 487258.6896     -345.64734      69.38353
 489024.1132     -382.00616      69.38509
 490789.5541     -147.10426      69.39603
 492554.9864     -405.13278      69.38726
 494320.4187     -745.17725      69.37746
 496085.8510     -590.26477      69.36766
 497851.2833     -219.34509      69.39481
 499616.7243     -601.58966      69.37643
 501382.1481     -955.87970      69.37112
 503147.5805     -687.83759      69.38691
 504913.0216     -210.76202      69.39118
 506678.4540       -8.82149      69.40060
 508443.8778     -220.17957      69.39582
 510209.3189     -263.33331      69.38922
 511974.7514      133.39520      69.39494
 513740.1753      192.28458      69.39970
 515505.6165     -211.95412      69.39053
 517271.0491     -372.70786      69.38193
 519036.4903     -148.53477      69.38419
 520801.9143      -32.36532      69.39053
 522567.3469     -307.08313      69.39246
 524332.7882     -344.33603      69.38409
 526098.2122     -195.38403      69.39323
 527863.6449       77.48604      69.39952
 529629.0776      283.47968      69.40810
 531394.5103     -123.26241      69.39193
 533159.9517      -36.23962      69.39657
 534925.3758      488.75809      69.40831
 536690.8086      -31.29244      69.40172
 538456.2500     -241.93526      69.39331
 540221.6742     -409.36469      69.38680
 541987.1070     -344.69366      69.39653
 543752.5485     -200.39081      69.39122
 545517.9727     -281.09552      69.37947
 547283.4057       30.27916      69.39742
 549048.8472       86.42673      69.40359
 550814.2801      245.69034      69.40984
 552579.7131      362.51544      69.40513
 554345.1461      265.59830      69.40968
 556110.5791      -69.02218      69.39291
 557876.0121      431.06079      69.41360
 559641.4451      340.58093      69.40704
 561406.8782      396.96692      69.40838
 563172.3199      614.28546      69.41046
 564937.7444     1053.21411      69.42570
 566703.1861      255.46552      69.40289
 568468.6193      -73.13490      69.39364
 570234.0438     -223.63663      69.39332
 571999.4856     -184.11874      69.39450
 573764.9188     -600.21875      69.39304
 575530.3434     -368.17789      69.38242
 577295.7852     -128.20959      69.39606
 579061.2185     -393.62909      69.39159
 580826.6431     -450.13428      69.38372
 582592.0851     -562.84668      69.38050
 584357.5184      131.24942      69.40579
 586122.9517      251.29318      69.40634
 587888.3851      -59.48544      69.39828
 589653.8185      168.91956      69.40429
 591419.2518      146.62743      69.41574
 593184.6853      290.98987      69.41959
 594950.1187      386.71494      69.42332
 596715.5521      358.81995      69.41949
 598480.9856      243.90221      69.41417
 600246.4278      390.52963      69.40660
 602011.8526      518.79883      69.41579
 603777.2862      692.60596      69.41473
 605542.7284      502.94400      69.41132
 607308.1533       91.43353      69.40643
 609073.5869     -251.11436      69.39837
 612604.4628      116.70589      69.41048
 614369.8878      -78.55892      69.40274
 616135.3301      437.49811      69.41536
 617900.7638     1005.76880      69.43121
 619666.1975      807.76215      69.42497
 621431.6313       76.65157      69.40564
 623197.0650      216.36487      69.40571
 624962.5074      561.23730      69.42442
 626727.9326      244.49826      69.41046
 628493.3664      346.66061      69.41979
 630258.8089      270.96271      69.42050
 632024.2341      152.82631      69.40950
 633789.6766      300.16901      69.42189
 635555.1105       64.73064      69.41769
 637320.5358     -192.64221      69.40816
 639085.9784     -448.70377      69.39748
 640851.4037     -399.05310      69.40517
 642616.8376     1227.02124      69.57755
 644382.2803        9.77516      69.41179
 646147.7057     -229.12025      69.40598
 647913.1397     -179.52919      69.40355
 649678.5824      322.58032      69.42260
 651444.0078      477.31400      69.42431
 653209.4506      317.69275      69.42358
 654974.8847     -180.54247      69.40940
 656740.3188      270.84351      69.41896
 658505.7530      380.63525      69.43161
 660271.1871       27.77576      69.40722
 662036.6213      -23.12660      69.41918
 663802.0555       74.62502      69.41338
 665567.4898      -29.14667      69.41431
 667332.9327      -87.14199      69.40511
 669098.3670      207.42416      69.42140
 670863.7926      253.43895      69.42204
 672629.2356      248.43216      69.42085
 674394.6699      -28.25260      69.41652
 676160.0955      -24.85514      69.42348
 677925.5385      -83.08887      69.41882
 679690.9729     -178.21790      69.40961
 681456.3987     -109.01689      69.41267
 683221.8418      -35.76279      69.41040
 684987.2762       11.80172      69.41393
 686752.7193     -104.60616      69.41483
 688518.1452      -94.35416      69.41248
 690283.5797     -276.68475      69.39787
 692049.0229     -160.81332      69.40751
 693814.4488     -109.73215      69.40595
 695579.8834     -447.80969      69.40471
 697345.3180     -589.31110      69.40110
 699110.7526     -644.98187      69.39732
 700876.1959     -255.46552      69.40559
 702641.6219       43.63060      69.40009
 704407.0566      -93.46008      69.39587
 706172.4999     -126.06383      69.41100
 707937.9260       60.08148      69.40672
 709703.3607      174.99924      69.40737
 711468.8041     -120.28217      69.40704
 713234.2389     -251.77002      69.40072
 714999.6737     -337.36230      69.40249
 716765.1085       -2.38419      69.41573
 718530.5434      -15.55681      69.40993
 720295.9782     -212.49055      69.40510
 722061.4131     -183.70151      69.40631
 723826.8480      139.11725      69.41757
 725592.2916      785.47003      69.43414
 727357.7179      396.37088      69.42421
 729123.1528     -288.84412      69.40994
 730888.5965     -287.41360      69.40724
 732654.0228      -11.20567      69.40381
 734419.4665     -515.93781      69.39030
 736184.9015     -288.60568      69.39510
 737950.3280      141.50143      69.40987
 739715.7717      195.86087      69.41493
 741481.2068      135.77939      69.40406
 743246.6333      406.26526      69.41300
 745012.0771      540.97174      69.42822
 746777.5122        0.71526      69.39889
 748542.9560     -364.30359      69.39787
 750308.3826     -378.96634      69.39624
 752073.8178       94.89059      69.40331
 753839.2531     -219.40469      69.38592
 755604.6883     -120.34178      69.39178
 757370.1236      226.85529      69.40483
 759135.5589      125.28896      69.40264
 760900.9943     -141.26300      69.39523
 762666.4296       56.50520      69.39998
 764431.8650      446.20038      69.41408
 766197.3003      327.94476      69.41247
 767962.7444     -200.15240      69.39445
 769728.1798       14.42432      69.39770
 771493.6066      275.01584      69.40894
 773259.0507      188.35068      69.40329
 775024.4862      191.56934      69.40462
 776789.9131       33.25939      69.39797
 778555.3573       93.46008      69.39878
 780320.7928      498.77167      69.42696
 782086.2284      284.67178      69.41371
 783851.6640      129.69971      69.40659
 785617.0996       88.81092      69.41142
 787382.5438        7.98702      69.41481
 789147.9709     -201.40410      69.39931
 790913.4065      -25.80881      69.40126
 792678.8509      -21.93451      69.41681
 794444.2779      230.31235      69.42345
 796209.7137     -255.16748      69.40603
 797975.1580     -201.46370      69.40895
 799740.5852     -127.79236      69.42088
 801506.0296     -361.14453      69.40195
 803271.4654     -423.43140      69.41063
 805036.8926     -356.37616      69.40015
 806802.3371     -112.41436      69.41521
 813864.0721     -257.55167      69.40988
 815629.5167     -191.80774      69.40813
 817394.9527       74.50581      69.42300
 819160.3887     -271.61838      69.41110
 820925.8247      -23.24581      69.40852
 822691.2607      315.78540      69.42912
 824456.6968      567.31702      69.42197
 826222.1415       66.75720      69.40875
 827987.5689     -525.11694      69.39695
 829753.0137     -506.16266      69.40168
 831518.4498      -72.89648      69.41090
 835049.3222     -266.61157      69.40914
 836814.7584     -421.82208      69.40501
 838580.1860     -150.14410      69.40791
 840345.6308     -297.78479      69.40794
 842111.0671     -207.30496      69.40555
 843876.4947     -374.01913      69.40321
 845641.9397     -417.41132      69.40203
 847407.3760     -154.73366      69.41558
 849172.8210      -97.39399      69.40918
 850938.2487     -276.32715      69.40951
 852703.6851      -28.43142      69.42536
 854469.1301       65.68432      69.42725
 856234.5579       27.77576      69.43044
 865061.7404     -334.62048      69.41319
 868592.6221       44.70348      69.42277
 870358.0501      111.69910      69.42779
 872123.4867       26.46446      69.42686
 873888.9319     -179.11195      69.41817
 875654.3686     -327.82556      69.41181
 877419.7966     -261.30676      69.41758
 880950.6787      -38.26618      69.41962
 882716.1154       20.02716      69.43020
 884481.5521      -65.56511      69.42822
 886246.9889     -316.67947      69.42392
 889777.8625     -165.70091      69.42619
 891543.2994      152.46869      69.43257
 893308.7449      -21.81530      69.42776
 895074.1731     -131.07062      69.42605
 896839.6186      262.61807      69.44273
 898605.0555      180.48286      69.43987
 900370.4838     -158.96559      69.43098
 902135.9294     -493.94370      69.41508
 903901.3664     -660.00226      69.41182
 905666.7948     -552.59467      69.42327
 907432.2404     -347.73349      69.43351
 909197.6775     -321.38824      69.43108
 910963.1232     -577.68823      69.42198
 912728.5516     -470.99591      69.42939
 914493.9887     -111.16266      69.43410
 916259.4345      100.13580      69.43314
 918024.8630     -128.50761      69.43409
 919790.3001     -233.82903      69.42844
 921555.7373     -247.24007      69.43181
 923321.1745     -251.59120      69.42940
 925086.6118     -418.42462      69.41875
 926852.0490      -39.39867      69.43631
 928617.4863      -66.16116      69.42953
 930382.9322     -209.15269      69.43526
 932148.3695      -76.17474      69.42509
 933913.7982     -488.99652      69.42599
 935679.2442     -497.46036      69.41962
 937444.6815     -466.88318      69.42099
 939210.1103     -292.89722      69.42577
 940975.5563     -511.76547      69.42319
 942740.9938     -111.04346      69.43376
 944506.4399      438.92859      69.44878
 946271.8687      255.82314      69.43749
 948037.3062      -45.47834      69.43074
 949802.7523       10.84805      69.42638
 951568.1812      519.27563      69.44789
 953333.6188      985.62244      69.45207
 955099.0650      335.45496      69.44267
 956864.4939      176.07211      69.43454
 958629.9316       95.12901      69.42795
 960395.3778      -51.14079      69.42347
 962160.8069       75.10185      69.43390
 963926.2532       46.61083      69.43426
 965691.6909      394.10590      69.44385
 967457.1199      312.20914      69.42929
 969222.5663      708.58002      69.44389
 970988.0041      913.26239      69.45056
 972753.4419      492.69199      69.43834
 974518.8797        9.89437      69.41596
 976284.3175      104.66576      69.41544
 978049.7553      429.63028      69.43168
 979815.1932      538.34912      69.44391
 981580.6311      287.65201      69.43122
 983346.0690       64.73064      69.43074
 985111.5069     -204.74196      69.42603
 986876.9449      119.68613      69.42397
 988642.3915      419.13986      69.43960
 990407.8208      -13.94749      69.43240
 992173.2588     -119.09008      69.42100
 993938.7055       88.09566      69.42831
 995704.1349      232.33890      69.43754
 997469.5816     -208.55666      69.41177
 999235.0197      -79.15497      69.42243
1001000.4492       22.64977      69.42562
1002765.8959      -17.64297      69.42072
1004531.3341      167.60826      69.42847
1006296.7636      218.74905      69.42575
1008062.2105      -85.29425      69.41503
1009827.6487      385.76126      69.42905
1011593.0955      825.88196      69.44264
1013358.5252      516.77228      69.43069
1015123.9634      353.93237      69.43488
1016889.4104      257.61127      69.42585
1018654.8401      449.89587      69.43472
1020420.2784      500.91742      69.43571
1022185.7254      351.78662      69.42764
1023951.1551      537.03784      69.42460
1025716.5935      499.01007      69.43690
1027482.0406      252.48528      69.42476
1029247.4790      287.89044      69.43208
1031012.9175      135.06412      69.42323
1032778.3560      184.05914      69.42374
1034543.7859      583.41028      69.43655
1036309.2330      643.49176      69.42973
1038074.6716      368.35669      69.42590
1039840.1015       78.67813      69.41590
1041605.5487       21.33846      69.42431
1043370.9873       57.22046      69.41774
1045136.4260      167.25064      69.41775
1046901.8646      274.41980      69.42920
1048667.3033      -21.45767      69.42573
1050432.7506      244.85588      69.42644
1052198.1807      355.00525      69.42660
1053963.6194      300.16901      69.42993
1055729.0668       35.28595      69.42294
1057494.4970     -260.82993      69.39902
1059259.9357     -155.15089      69.41990
1061025.3832       -2.80142      69.40767
1062790.8134      -84.45978      69.40726
1064556.2609        9.65595      69.41006
1066321.6998        2.50340      69.42513
1068087.1300       24.19949      69.40926
1069852.5776        5.00679      69.41746
1071618.0165     -223.93465      69.41661
1073383.4555     -340.81937      69.39988
1075148.8945      -78.79734      69.42143
1076914.3335     -179.64841      69.39528
1078679.7812     -161.40938      69.41319
1080445.2116      128.38840      69.41394
1082210.6506      124.93134      69.41925
1083976.0983     -236.03439      69.40866
1085741.5288      105.97706      69.41324
1087506.9680      319.60010      69.41880
1089272.4071      299.93057      69.41857
1091037.8463      228.28580      69.42780
1092803.2855       80.34706      69.41113
1094568.7333       -6.07967      69.41763
1096334.1639     -257.37286      69.39472
1098099.6118     -579.05914      69.40908
1099865.0511     -397.74179      69.38931
1101630.4817      211.83490      69.41104
1103395.9297      -43.92862      69.40589
1105161.3690     -197.94702      69.39833
1106926.7997       10.13279      69.40668
1108692.2478       31.23283      69.40520
1110457.6872     -169.99245      69.39146
1112223.1352     -151.69382      69.39472
1113988.5660       58.53176      69.39437
1115754.0055      147.70032      69.41167
1117519.4536      -23.96107      69.40750
1119284.8845      -65.62471      69.41611
1121050.3240       86.18832      69.40890
1122815.7722      299.69214      69.40885
1126346.6427     -236.80925      69.40083
1128112.0909     -150.38252      69.40781
1129877.5219     -173.03229      69.40285
1131642.9702      146.62743      69.40281
1133408.4099      408.88788      69.41736
1135173.8496      247.00165      69.41402
1136939.2893      219.70273      69.41493
1138704.7290      476.71796      69.40976
1140470.1688       44.94190      69.41870
1142235.6086      341.65381      69.40831
1144001.0484      427.72293      69.42103
1145766.4882      230.07393      69.41420
1147531.9280      304.81815      69.42248
1149297.3679      592.70862      69.42023
1151062.8164      615.59680      69.42836
1152828.2476      187.87384      69.41721
1154593.6876      -34.63030      69.41145
1156359.1362      441.31281      69.43156
1158124.5675      292.65881      69.40311
1159890.0075      271.20114      69.41128
1161655.4561      264.04858      69.41742
1163420.8875      210.64282      69.42312
1165186.3362      171.18454      69.41019
1166951.7763      207.42416      69.42481
1168717.2077        4.52995      69.42220
1170482.6565       83.80413      69.41318
1172248.0966      -54.77667      69.41618
1174013.5281       25.74921      69.41573
1175778.9769       37.19330      69.39276
1177544.4171      226.61685      69.41142
1179309.8660      246.40561      69.42654
1181075.2976      -49.23344      69.40871
1182840.7378     -172.55545      69.40623
1184606.1867     -166.71419      69.40284
1186371.6184       42.20009      69.41435
1188137.0587      -69.20099      69.41144
1189902.5077      237.10727      69.42471
1191667.9481      162.95911      69.40767
1193433.3798     -253.49855      69.41081
1195198.8288     -240.26633      69.40555
1196964.2693     -485.30103      69.39157
1198729.7097      -87.55922      69.41590
1200495.1502      166.77380      69.41927
1202260.5820       85.47306      69.42335
1204026.0312     -424.92151      69.40435
1205791.4717     -365.91290      69.40066
1207556.9036       54.24023      69.40295
1209322.3528      -90.59906      69.40009
1211087.7934     -254.98868      69.40932
1212853.2427      385.99969      69.42995
1214618.6747      246.40561      69.42590
1216384.1153      -81.12192      69.40739
1218149.5647       26.10683      69.41760
1219914.9967       51.73683      69.41586
1221680.4374       61.03516      69.41280
1223445.8868      234.48468      69.41524
1225211.3189      -36.23962      69.41560
1226976.7597     -230.90839      69.40282
1228742.2092     -461.93600      69.39967
1230507.6413     -234.24625      69.41940
1232273.0908     -269.94943      69.40044
1234038.5317     -618.10016      69.39350
1235803.9726     -206.58969      69.40158
1237569.4135      107.76520      69.42214
1239334.8544      280.38025      69.41802
1241100.2954      357.27023      69.43034
1242865.7363      119.80534      69.41528
1244631.1773      192.99985      69.41415
1246396.6270      430.94159      69.41710
1248162.0680      373.60193      69.42276
1249927.5004      129.22287      69.41370
1251692.9502      -40.65037      69.40771
1253458.3826      176.07211      69.41679
1255223.8237      190.85406      69.41428
1256989.2735      -95.18861      69.41242
1258754.7060      -89.58578      69.40558
1260520.1472      -23.48423      69.41633
1262285.5971     -195.92047      69.40513
1264051.0296     -607.72894      69.39290
1265816.4795     -413.59662      69.39941
1267581.9208     -484.94339      69.40141
1269347.3534     -378.96634      69.40702
1271112.8034     -526.84546      69.38239
1272878.2447     -213.32503      69.41370
1274643.6774       68.66455      69.41865
1276409.1275     -389.33752      69.39919
1278174.5689     -489.95020      69.40366
1279940.0189     -154.07800      69.40942
1281705.4517     -320.19617      69.39877
1283470.8932     -587.16534      69.40056
1285236.3433        8.58307      69.41584
1287001.7761      153.18393      69.43107
1288767.2177       96.44032      69.42316
1290532.6678     -115.75222      69.41250
1292298.1008       49.23344      69.42471
1294063.5423      331.16339      69.42539
1295828.9926      332.11707      69.42722
1297594.4342      252.84290      69.42471
1299359.8759       87.61883      69.40579
1301125.3175     -178.75433      69.42505
1302890.7592     -611.66284      69.40919
1304656.2096     -509.32169      69.40199
1306421.6427     -253.26013      69.40712
1308187.0844     -248.73018      69.42624
1309952.5262      -51.61762      69.42519
1311717.9680      -59.48544      69.42285
1313483.4184      -24.91474      69.41846
1315248.8516       61.63120      69.41042
1317014.2935      463.48572      69.43531
1318779.7440      489.59256      69.43984
1320545.1773      382.66180      69.42706
1322310.6192      213.26541      69.42963
1324076.0698     -160.63452      69.41850
1325841.5031     -205.99365      69.42170
1327606.9537     -163.31673      69.42077
1329372.3957       37.43172      69.42013
1331137.8291      -97.21518      69.41549
1332903.2798      129.58051      69.42858
1334668.7219      302.55316      69.43848
1336434.1640       24.55711      69.42612
1338199.6061     -101.08948      69.41993
1339965.0482      436.54443      69.43462
1341730.4904      297.42719      69.43530
1343495.9326       20.98083      69.42442
1345261.3747       73.55213      69.42719
1347026.8256      598.31140      69.44386
1348792.2678      293.97009      69.43620
1350557.7015     -101.68552      69.42620
1352323.1524      256.29999      69.43729
1354088.5947      464.91623      69.44093
1355854.0284      488.51965      69.44126
1357619.4794      -61.33318      69.42716
1359384.9217     -140.66696      69.42630
1361150.3641     -111.87791      69.43173
1362915.8065     -289.85739      69.42287
1366446.6914     -138.04436      69.42757
1368212.1339      -39.51788      69.42781
1369977.5677     -275.79068      69.42198
1371743.0189      -73.79055      69.41346
1373508.4614       85.23464      69.42861
1375273.8954       35.76279      69.42704
1377039.3466     -275.07544      69.42021
1378804.7892       15.25879      69.42740
1380570.2404     -151.99185      69.42949
1384101.1171     -196.51651      69.43913
1385866.5684       -9.35793      69.44287
1387632.0025      120.75901      69.43985
1389397.4452     -283.47968      69.42163
1391162.8966     -478.50610      69.42483
1392928.3307      -86.66515      69.43601
1394693.7822      125.16975      69.43185
1396459.2250      195.50323      69.44016
1398224.6678      189.42355      69.43385
1399990.1107     -106.63271      69.43672
1401755.5536     -267.80368      69.43376
1403520.9964     -206.35129      69.43055
1405286.4394      -92.62562      69.43381
1407051.8823     -388.80109      69.42714
1408817.3253     -408.17261      69.41903
1410582.7769     -103.65248      69.43745
1412348.2113       46.96846      69.43085
1414113.6629     -329.07724      69.42518
1415879.1060     -220.65640      69.41666
1417644.5404      255.58472      69.44201
1419409.9921      382.66180      69.44608
1421175.4266      269.29379      69.45174
1422940.8697       66.16116      69.43409
1424706.3215      -90.47985      69.43274
1426471.7561      225.66318      69.44427
1428237.2079       56.86283      69.42812
1430002.6511     -121.41466      69.43185
1431768.0857     -260.47229      69.42656
