#   Time (s)     Flux (ppm)    Error (ppm)
 377804.7127       51.73683      56.02053
 379570.1573        0.59605      56.02057
 381335.6106       84.04255      56.02431
 383101.0466      230.43155      56.02150
 384866.5000      267.62485      56.02267
 386631.9447      147.81952      56.02942
 388397.3895     -389.15872      55.99945
 390162.8342     -273.82373      56.01080
 391928.2790      -18.77546      56.02003
 393693.7238     -103.65248      56.01218
 395459.1687     -214.81514      56.01873
 397224.6136       32.78255      56.02127
 398990.0671      -97.87083      56.02984
 400755.5120     -105.61943      56.01388
 402520.9483       -0.89407      56.02387
 404286.4019      -81.47955      56.03310
 406051.8469     -151.03818      56.01336
 407817.2833     -268.45932      56.01300
 409582.7369     -238.41858      56.01434
 411348.1820     -150.02489      56.00662
 413113.6184     -112.53357      56.00906
 414879.0722     -108.95729      56.01834
 416644.5173      110.50701      56.02318
 418409.9625      -41.78286      56.03167
 420175.4076       12.99381      56.01413
 421940.8528     -156.16417      56.01616
 423706.2980      -66.22076      56.02130
 425471.7433       86.06911      56.02114
 427237.1799      208.13942      56.03498
 429002.6338      343.56116      56.03410
 430768.0792      356.55499      56.03400
 432533.5331       49.35265      56.02175
 434298.9699     -367.04541      56.01452
 436064.4152     -341.05777      56.01240
 437829.8693     -103.59287      56.02257
 439595.3061     -188.17186      56.01326
 441360.7515     -230.84879      56.01608
 443126.2056      157.11784      56.02048
 444891.6425      168.80035      56.02345
 446657.0880     -206.76851      56.01574
 448422.5422     -142.21667      56.01449
 450187.9878       -5.12600      56.02742
 451953.4334     -322.81876      56.00926
 453718.8790     -440.06110      56.01214
 455484.3246     -409.12628      56.01131
 457249.7703     -423.25259      56.01464
 459015.2160     -152.17065      56.02317
 460780.6617     -622.68970      56.01371
 462546.1161     -709.95093      56.01207
 464311.5532     -621.85529      56.01397
 466077.0076     -461.57837      56.00003
 467842.4534     -289.26135      56.01516
 469607.8906     -191.21170      56.01700
 471373.3451     -277.40002      56.01334
 473138.7824     -174.70122      56.02122
 474904.2283     -219.22589      56.01463
 476669.6828     -252.84290      56.01816
 478435.1288      -66.28036      56.01719
 480200.5661     -170.29047      56.01621
 481966.0207     -273.04889      56.02059
 483731.4581     -319.24249      56.01658
 485496.9128        5.00679      56.02201
 487262.3589      -30.93481      56.02851
 489027.7963       -7.98702      56.02003
 490793.2511      -40.35234      56.01223
 492558.6972     -298.50006      56.02053
 494324.1434     -347.73349      56.01556
 496089.5895      -53.10774      56.01580
 497855.0357     -146.09099      56.01761
 499620.4906     -292.30118      56.01906
 501385.9282       40.88879      56.01643
 503151.3745      -16.62970      56.02527
 504916.8294      165.10486      56.01913
 506682.2758      178.81393      56.02444
 508447.7135      367.99908      56.02808
 510213.1685      -30.27916      56.01619
 511978.6149      -90.77788      56.01820
 513744.0527       96.32111      56.01623
 515509.5077      -26.82209      56.01508
 517274.9542     -244.31944      56.01673
 519040.4093     -475.28745      56.01317
 520805.8472     -311.13623      56.00895
 522571.2937     -248.61098      56.00732
 524336.7489     -252.84290      56.00710
 526102.1869      203.37105      56.01881
 527867.6335     -220.17957      56.01547
 529633.0801     -339.62726      56.01089
 531398.5268     -212.25214      56.00624
 533163.9821     -286.69833      56.01280
 534929.4201     -292.59921      56.00595
 536694.8669     -295.99667      56.01295
 538460.3223     -472.30719      56.01138
 540225.7604      -33.14018      56.01210
 541991.2072     -152.46869      56.01932
 543756.6626     -293.01642      56.01205
 545522.1008     -102.28157      56.00847
 547287.5477     -191.21170      56.01305
 549053.0032     -348.50836      56.00928
 550818.4501      -49.65067      56.01337
 552583.8971     -115.75222      56.01799
 554349.3440      -39.57748      56.01783
 556114.7910      214.93436      56.02723
 557880.2380      283.95654      56.02561
 559645.6851      159.74045      56.02314
 561411.1321      -97.75162      56.01405
 563176.5878     -290.33423      56.00958
 564942.0263       60.67753      56.01596
 566707.4821       -7.62939      56.01440
 568472.9292      141.62064      56.03068
 570238.3677      152.23026      56.01678
 572003.8236     -263.75055      56.01626
 573769.2708     -192.16537      56.00877
 575534.7094       96.91715      56.01458
 577300.1653      -82.73125      56.01951
 579065.6126     -117.24234      56.01583
 580831.0513      197.17216      56.01294
 582596.5072       79.63181      56.02975
 584361.9546      105.26180      56.01882
 586127.4020      156.52179      56.02304
 587892.8494      -57.99532      56.01954
 589658.2968     -208.61626      56.01583
 591423.7443     -279.30737      56.00858
 593189.1918       53.28655      56.01635
 594954.6393      -55.73034      56.01616
 596720.0868        8.58307      56.01895
 598485.5343       66.99562      56.01931
 600250.9905      183.10547      56.02018
 602016.4295      265.59830      56.02102
 603781.8771      214.57672      56.01542
 605547.3334      467.30042      56.03021
 607312.7724      440.35913      56.02862
 609078.2201       80.70469      56.01707
 612609.1242      243.54459      56.02108
 614374.5633       78.08208      56.01587
 616140.0198      199.07951      56.02297
 617905.4676     -139.59409      56.00660
 619670.9154      167.01221      56.02008
 621436.3633      440.47833      56.02965
 623201.8111      172.73425      56.02703
 624967.2677      219.34509      56.02588
 626732.7070      235.43835      56.02244
 628498.1549      177.97946      56.02489
 630263.6115       86.66515      56.01771
 632029.0509       50.42553      56.02691
 633794.5076       80.58548      56.01563
 635559.9556      259.16101      56.02699
 637325.3950       25.15316      56.02286
 639090.8518      -93.75810      56.01745
 640856.2913      180.36365      56.02983
 642621.7394      185.01282      56.02515
 644387.1962      203.13263      56.02680
 646152.6357      355.72052      56.03401
 647918.0839      185.84729      56.02743
 649683.5408     -172.73425      56.01699
 651448.9804      -15.55681      56.02624
 653214.4374      193.47668      56.02948
 654979.8857     -116.05025      56.02744
 656745.3340     -248.25334      56.01247
 658510.7824     -121.17624      56.01918
 660276.2307       59.84306      56.02509
 662041.6791     -186.14531      56.02071
 663807.1276       54.00181      56.02895
 665572.5760       -7.62939      56.02833
 667338.0331       65.08827      56.01378
 669103.4816       14.54353      56.02362
 670868.9215      108.36124      56.02840
 672634.3787       90.47985      56.02797
 674399.8272      375.39005      56.03060
 676165.2670      227.09369      56.03217
 677930.7243        2.98023      56.02951
 679696.1729      254.63104      56.03028
 681461.6129      579.59558      56.04058
 683227.0703      200.86765      56.03485
 684992.5190       94.77139      56.02280
 686757.9763      -70.57190      56.02166
 688523.4165       31.94809      56.02416
 690288.8652      258.32654      56.02958
 692054.3227      167.13142      56.02779
 693819.7629      231.14682      56.02103
 695585.2117      261.90280      56.02614
 697350.6606      -88.75131      56.02523
 699116.1095      -62.34646      56.02211
 700881.5671     -132.32231      56.02229
 702647.0074     -244.20023      56.01075
 704412.4563     -141.32262      56.01513
 706177.9140       14.30511      56.02795
 707943.3543       18.11981      56.02012
 709708.8034     -171.84019      56.02316
 711474.2611       30.04074      56.02148
 713239.7102      203.25183      56.02209
 715005.1593      362.15784      56.02745
 716770.6084      110.74543      56.01983
 718536.0576      295.87744      56.03272
 720301.5068      309.46732      56.03185
 722066.9560      273.22769      56.03015
 723832.4052      328.77924      56.03288
 725597.8631      399.70874      56.03403
 727363.3037       14.90116      56.02937
 729128.7530     -124.45450      56.02648
 730894.2110      -52.45209      56.02687
 732659.6517       57.45888      56.02650
 734425.1097      307.55997      56.03357
 736190.5591      270.72430      56.03500
 737955.9999      529.88531      56.03435
 739721.4580      504.85135      56.03169
 741486.9075      451.92242      56.03005
 743252.3483      246.64401      56.02876
 745017.8065      -42.02127      56.02383
 746783.2560       82.85046      56.02233
 748548.7142      235.79597      56.02818
 750314.1551      352.74030      56.03453
 752079.6048      375.15164      56.03741
 753845.0544      258.80338      56.02530
 755610.5041       79.87022      56.01242
 757375.9537       27.65656      56.01852
 759141.4034     -316.44107      56.00678
 760906.8532      -10.07318      56.01575
 762672.3029      282.04919      56.02645
 764437.7527       71.64478      56.01854
 766203.2025      299.21533      56.02795
 767968.6610      472.06879      56.02899
 769734.1108      422.12009      56.02531
 771499.5520      460.98233      56.03487
 773265.0106      205.63602      56.01442
 775030.4605      293.49329      56.02495
 776795.9018      319.48090      56.01868
 778561.3604      230.19315      56.01892
 780326.8104       -9.95398      56.01832
 782092.2604      369.78723      56.02959
 783857.7105      144.83929      56.01859
 785623.1605       71.52557      56.01152
 787388.6192       24.19949      56.01974
 789154.0607       28.25260      56.00850
 790919.5108      -30.75600      56.00381
 792684.9696       69.49902      56.01693
 794450.4112       19.07349      56.00761
 796215.8614       22.05372      56.01194
 797981.3203      111.46069      56.00641
 799746.7619      174.04556      56.01650
 801512.2208      268.45932      56.01753
 803277.6711      233.53101      56.01702
 805043.1128       90.24143      56.00941
 806808.5718     -239.19344      56.00307
 813870.3647     -400.42401      56.00202
 815635.8238     -271.08191      56.00682
 817401.2743     -288.00964      56.00443
 819166.7248     -488.81769      55.99791
 820932.1754     -478.56570      55.99697
 822697.6259     -344.15723      55.99525
 824463.0765     -747.26343      55.99185
 826228.5358     -271.97598      56.00465
 827993.9778     -236.45163      56.00365
 829759.4371     -172.25742      56.00095
 831524.8877      209.09309      56.02425
 835055.7892       52.33288      56.01436
 836821.2399      102.51999      56.01004
 838586.6821      227.80896      56.01826
 840352.1415      226.61685      56.01380
 842117.5923       47.68372      56.01414
 843883.0345      203.72867      56.00847
 845648.4941     -205.57642      56.00354
 847413.9450        9.17912      56.00434
 849179.4045       23.60344      56.00892
 850944.8468       60.67753      56.00674
 852710.2978      -13.29184      56.00803
 854475.7574      190.49644      56.00777
 856241.1998     -218.15300      56.00521
 865068.4552      459.79022      56.02287
 868599.3662      526.18982      56.02179
 870364.8088      416.75568      56.01117
 872130.2600       93.22166      55.99687
 873895.7199      288.96332      56.00200
 875661.1712      277.51923      56.00526
 877426.6138       97.03636      56.01587
 880957.5251      282.40680      56.01614
 882722.9765      311.37466      56.02162
 884488.4279      397.44379      56.01922
 886253.8793      236.74965      56.00546
 889784.7822      220.06035      56.01608
 891550.2337      241.87564      56.00722
 893315.6939      108.59966      56.01372
 895081.1368      154.01840      56.01482
 896846.5970      -58.29334      56.01389
 898612.0486     -288.60568      56.01152
 900377.4915     -371.27734      56.01295
 902142.9518        7.74860      56.02235
 903908.4035      139.71329      56.02618
 905673.8465      290.63226      56.03061
 907439.3068      228.52420      56.02787
 909204.7586      226.25923      56.02181
 910970.2190      294.56616      56.03276
 912735.6621      219.34509      56.02657
 914501.1139      136.73306      56.01560
 916266.5744       33.85544      56.01912
 918032.0176      252.12766      56.03447
 919797.4695      156.87943      56.03309
 921562.9213      108.95729      56.02176
 923328.3733      236.39203      56.02811
 925093.8252      369.31036      56.03867
 926859.2772      381.46973      56.03555
 928624.7292      181.79416      56.03148
 930390.1898     -121.53387      56.02156
 932155.6419      174.88004      56.02957
 933921.0853      179.29077      56.02480
 935686.5460       39.10065      56.02507
 937451.9981       67.59167      56.03130
 939217.4416      115.75222      56.02793
 940982.9024      173.09189      56.02468
 942748.3546       41.84246      56.03225
 944513.8155      127.19631      56.02786
 946279.2591      180.84048      56.03146
 948044.7113      154.61444      56.02157
 949810.1722       70.21427      56.02212
 951575.6159       35.28595      56.02382
 953341.0682      243.18695      56.03421
 955106.5292      166.29697      56.03679
 956871.9729     -207.06653      56.02241
 958637.4253      -12.15935      56.02357
 960402.8864      292.42038      56.02399
 962168.3302       70.21427      56.02151
 963933.7913      149.96529      56.02754
 965699.2438      174.76082      56.01770
 967464.6877     -257.43246      56.00829
 969230.1489     -167.78708      56.02176
 970995.6014      164.27040      56.03150
 972761.0540     -177.50262      56.02275
 974526.5066        3.21865      56.02561
 976291.9593      162.60147      56.02161
 978057.4119       53.04813      56.02809
 979822.8646      186.56253      56.03069
 981588.3173      465.75070      56.04077
 983353.7701       45.18032      56.02950
 985119.2228       -3.21865      56.02618
 986884.6756      126.36185      56.03290
 988650.1370      246.28639      56.02473
 990415.5812      -52.98853      56.01513
 992181.0341     -145.55453      56.01976
 993946.4956      -24.91474      56.02556
 995711.9399      -37.84895      56.01716
 997477.4014      102.04315      56.03352
 999242.8544      -61.98883      56.01631
1001008.2987     -219.28549      56.02452
1002773.7603     -143.17035      56.02416
1004539.2134     -266.19434      56.01928
1006304.6578     -511.34824      56.01513
1008070.1195     -378.90674      56.01608
1009835.5726     -450.55151      56.01890
1011601.0343     -349.52164      56.02198
1013366.4788     -232.69653      56.02444
1015131.9320     -293.49329      56.02220
1016897.3938      -57.22046      56.02995
1018662.8384      -60.14109      56.03279
1020428.2916     -160.15768      56.01902
1022193.7535     -228.88184      56.02964
1023959.1982     -182.98627      56.01433
1025724.6515     -205.57642      56.02542
1027490.1134      -55.13430      56.03392
1029255.5668     -281.03589      56.01950
1031021.0202     -415.62320      56.01795
1032786.4736      -85.29425      56.02662
1034551.9184      -12.75539      56.01763
1036317.3804       -2.80142      56.01866
1038082.8339       14.42432      56.02913
1039848.2788      -85.94990      56.01796
1041613.7409     -341.59421      56.01981
1043379.1945     -375.21124      56.01064
1045144.6481     -337.24307      56.01686
1046910.1017     -266.90961      56.00830
1048675.5553     -204.08630      56.02044
1050441.0176       14.18591      56.02584
1052206.4626      -19.96756      56.02323
1053971.9163     -271.73758      56.02217
1055737.3786       -9.29832      56.02732
1057502.8237       20.62321      56.02935
1059268.2775       52.33288      56.02400
1061033.7399       32.78255      56.02122
1062799.1851     -194.01312      56.03120
1064564.6476     -247.71690      56.02113
1066330.1014     -124.45450      56.03061
1068095.5467      -14.72235      56.03649
1069861.0092     -259.10138      56.02282
1071626.4631     -550.98535      56.01626
1073391.9171      194.90720      56.03726
1075157.3711      168.44272      56.02850
1076922.8251      -63.83657      56.03484
1078688.2877      109.91096      56.02849
1080453.7331      402.09293      56.04216
1082219.1872      154.85287      56.03866
1083984.6499       -7.27177      56.03014
1085750.0954      224.23267      56.03384
1087515.5496      -97.51320      56.02108
1089281.0037      -62.52527      56.02283
1091046.4579     -153.77998      56.03175
1092811.9121      -35.28595      56.02061
1094577.3750       -3.21865      56.03355
1096342.8207      128.98445      56.02976
1098108.2836       95.48664      56.02858
1099873.7379      193.47668      56.02898
1101639.1836       66.39957      56.03476
1103404.6466       73.07529      56.02841
1105170.1010      138.99803      56.03450
1106935.5467        0.23842      56.03262
1108701.0098      133.99124      56.03271
1110466.4643      -55.13430      56.03152
1112231.9274      302.07635      56.04135
1113997.3733      407.93420      56.03326
1115762.8278      334.02441      56.03531
1117528.2910       90.71827      56.02830
1119293.7369      -19.66953      56.02004
1121059.1915     -103.89090      56.02413
1122824.6548     -127.31552      56.02136
1126355.5555      139.71329      56.02368
1128121.0188      -19.96756      56.02975
1129886.4649      157.83310      56.03675
1131651.9283      139.83249      56.04304
1133417.3830       40.65037      56.02783
1135182.8378      183.70151      56.03207
1136948.2926      106.09627      56.03271
1138713.7475       11.92093      56.02917
1140479.2023      311.49387      56.03474
1142244.6572      318.40802      56.03094
1144010.1121      120.28217      56.03599
1145775.5671      214.69592      56.03572
1147541.0220       16.68930      56.02583
1149306.4770     -211.29846      56.02661
1151071.9407     -344.69366      56.02678
1152837.3871     -136.97147      56.02472
1154602.8421      155.92575      56.03677
1156368.3058     -326.57385      56.01385
1158133.7523     -157.41586      56.02344
1159899.2074     -382.84064      56.01812
1161664.6712     -137.92514      56.02181
1163430.1178     -135.89859      56.01655
1165195.5816     -235.08072      56.02526
1166961.0368     -147.93872      56.03405
1168726.4834     -265.41949      56.02641
1170491.9473     -262.49884      56.02551
1172257.4026     -221.25244      56.02821
1174022.8493     -395.95364      56.01278
1175788.3133     -252.54488      56.02785
1177553.7687      -85.41345      56.02072
1179319.2327     -239.55107      56.02771
1181084.6795       33.97465      56.03812
1182850.1349      262.61807      56.04071
1184615.5990       10.60963      56.02745
1186381.0459     -153.42236      56.01694
1188146.5014      -30.39837      56.03867
1189911.9655      304.69894      56.04647
1191677.4211      260.94913      56.03210
1193442.8680     -183.88033      56.02457
1195208.3323     -226.91489      56.02977
1196973.7879       57.10125      56.03355
1198739.2436     -165.93933      56.03403
1200504.6993     -290.93027      56.01922
1202270.1463      -34.45148      56.02472
1204035.6107       52.80972      56.03419
1205801.0664      -68.24731      56.03582
1207566.5136     -129.93813      56.03364
1209331.9780      -32.42493      56.02990
1211097.4338      -15.55681      56.04163
1212862.8983       16.45088      56.02439
1214628.3456       81.53915      56.03286
1216393.8015     -225.60358      56.02507
1218159.2660     -345.40891      56.02138
1219924.7133     -398.93390      56.02157
1221690.1693     -235.67676      56.03116
1223455.6339      -37.43172      56.02908
1225221.0813      129.46129      56.02758
1226986.5373      351.54819      56.03867
1228752.0020       88.69171      56.03745
1230517.4495      263.45251      56.04562
1232282.9142      248.67058      56.02613
1234048.3704       97.51320      56.03542
1235813.8265       -3.21865      56.03908
1237579.2827      -17.88139      56.03064
1239344.7389     -158.25034      56.03404
1241110.1951     -224.17307      56.02753
1242875.6514      -69.14139      56.03371
1244641.1077      -98.94371      56.03572
1246406.5726     -263.57175      56.01946
1248172.0289     -258.32654      56.02195
1249937.4767     -153.95880      56.03815
1251702.9417      110.50701      56.02932
1253468.3894      146.15059      56.03189
1255233.8459      196.57611      56.03885
1256999.3110      501.27505      56.04305
1258764.7588      307.32153      56.03830
1260530.2153      162.95911      56.02737
1262295.6804      131.36864      56.03053
1264061.1283      176.31055      56.03741
1265826.5935       32.18651      56.03069
1267592.0501      -37.19330      56.03008
1269357.4981     -169.27719      56.02059
1271122.9634     -223.87505      56.02438
1272888.4201     -143.88562      56.02693
1274653.8681        2.74181      56.03149
1276419.3335       18.95428      56.02004
1278184.7902       87.73804      56.03834
1279950.2556      296.59271      56.04151
1281715.7037      -93.93692      56.02569
1283481.1605     -438.69019      56.02572
1285246.6260      -41.48483      56.01771
1287012.0742     -209.39111      56.02845
1288777.5311     -468.31369      56.02576
1290542.9967      -72.30043      56.02534
1292308.4449     -311.01703      56.03431
1294073.9019     -352.20386      56.02388
1295839.3675       90.12222      56.03905
1297604.8245     -270.66470      56.03262
1299370.2815     -167.25064      56.03117
1301135.7386       25.39158      56.03444
1302901.1957      -84.34058      56.03667
1304666.6614      -86.60555      56.03185
1306432.1099      127.31552      56.03734
1308197.5670     -247.00165      56.03524
1309963.0242     -211.06004      56.02267
1311728.4814     -141.68024      56.02945
1313493.9472     -132.26271      56.03753
1315259.3958        7.86781      56.03040
1317024.8531      -81.47955      56.03830
1318790.3190     -229.71631      56.03070
1320555.7677       37.67014      56.03205
1322321.2250     -287.95004      56.03048
1324086.6910     -418.18619      56.02220
1325852.1398     -137.92514      56.04248
1327617.6058     -228.04736      56.03475
1329383.0633        4.88758      56.02950
1331148.5121      213.86147      56.04331
1332913.9782      142.33589      56.04206
1334679.4357       76.29395      56.03448
1336444.8932       77.12841      56.03899
1338210.3508      -38.02776      56.02875
1339975.8083     -122.84517      56.03479
1341741.2660     -168.44272      56.02340
1343506.7236       40.05432      56.03441
1345272.1812     -101.32790      56.03826
1347037.6475      -45.06111      56.03748
1348803.1052     -225.60358      56.03343
1350568.5543      -63.65776      56.03262
1352334.0207      -33.43821      56.02520
1354099.4785      102.28157      56.02478
1355864.9276       -2.68221      56.03185
1357630.3941      187.51620      56.04069
1359395.8519       11.20567      56.03221
1361161.3098     -245.74995      56.03288
1362926.7677     -416.51727      56.01947
1366457.6835     -175.89331      56.04143
1368223.1415      -99.89738      56.03767
1369988.5908       25.03395      56.03949
1371754.0575      -28.84865      56.02456
1373519.5155        2.74181      56.03300
1375284.9649       27.77576      56.04261
1377050.4316     -138.04436      56.03947
1378815.8897     -297.78479      56.03302
1380581.3565     -131.54745      56.02785
1384112.2642     -167.42944      56.02769
1385877.7311       23.36502      56.04510
1387643.1806     -262.91608      56.03838
1389408.6389     -119.03047      56.02939
1391174.1058      118.49403      56.04270
1392939.5555       25.63000      56.04585
1394705.0224       19.31190      56.03408
1396470.4808      -32.42493      56.04042
1398235.9391     -210.76202      56.03006
1400001.3975      -51.61762      56.03102
1401766.8559     -187.39700      56.03322
1403532.3144     -110.74543      56.03783
1405297.7728      165.10486      56.04339
1407063.2313       96.32111      56.03843
1408828.6899       41.24641      56.03927
1410594.1570      -65.20748      56.03711
1412359.6070     -168.80035      56.03806
1414125.0742      -81.36034      56.03268
1415890.5328       15.73563      56.03915
1417655.9828       75.57869      56.04829
1419421.4501      134.46808      56.03871
1421186.9001       97.03636      56.04047
1422952.3588       49.35265      56.04247
1424717.8262      -66.63799      56.02846
1426483.2763       58.05492      56.04645
1428248.7437      -73.73094      56.03372
1430014.2025      124.33529      56.03837
1431779.6527      222.92137      56.04406
1433545.1202        0.11921      56.03887
1435310.5791      -19.90795      56.03451
