#   Time (s)     Flux (ppm)    Error (ppm)
 181839.7640      299.21533      18.63586
 183605.2085      302.31476      18.63601
 185370.6443      221.25244      18.63551
 187136.0802      212.55017      18.63507
 188901.5161      334.97809      18.63495
 190666.9520      313.28201      18.63488
 192432.3879      380.39685      18.63522
 194197.8239      375.74768      18.63599
 195963.2599       78.67813      18.63621
 197728.6960     -138.40198      18.63277
 199494.1320       75.69790      18.63325
 201259.5682      223.04059      18.63370
 203025.0129     -115.81183      18.63410
 204790.4405     -484.04932      18.62930
 206555.8767     -685.45343      18.62519
 208321.3215     -486.96994      18.62826
 210086.7492      -41.54444      18.63210
 211852.1941       96.55952      18.63507
 213617.6304      167.01221      18.63566
 215383.0581      256.41919      18.63464
 217148.5032      312.32834      18.63380
 218913.9396      319.48090      18.63589
 220679.3674     -236.45163      18.62934
 222444.8125     -642.95532      18.62710
 224210.2490     -588.59589      18.62805
 225975.6769       19.78874      18.63346
 227741.1221      135.06412      18.63299
 229506.5587     -229.65669      18.62959
 231272.0040     -408.17261      18.63046
 233037.4320     -410.13956      18.62793
 234802.8687     -282.88364      18.62951
 236568.3141     -229.47787      18.62973
 238333.7422     -415.86160      18.62762
 240099.1790     -365.25726      18.62920
 241864.6245     -509.67932      18.62799
 243630.0613     -555.09808      18.62818
 245395.4982     -380.27765      18.62854
 247160.9351     -453.82977      18.62831
 248926.3721     -386.59573      18.62831
 250691.8091     -224.53070      18.63156
 252457.2461     -262.67767      18.62786
 254222.6831     -308.63284      18.62756
 255988.1202     -452.45886      18.62862
 257753.5573     -479.40015      18.62840
 259518.9858     -241.10078      18.62946
 261284.4316     -249.80307      18.63231
 263049.8688     -136.43503      18.63127
 264815.3147     -173.27071      18.63050
 266580.7433     -530.18329      18.62911
 268346.1806     -451.98203      18.62769
 270111.6266       15.73563      18.63463
 271877.0553      361.44257      18.63626
 273642.4927      421.88168      18.63514
 275407.9387      242.71011      18.63422
 277173.3675       60.55832      18.63137
 278938.8050      -51.43881      18.63153
 280704.2512      102.87762      18.63385
 282469.6801      122.78557      18.63429
 284235.1263      196.45691      18.63433
 286000.5639      100.73185      18.63220
 287766.0015      -82.85046      18.63100
 289531.4392      -36.35883      18.63329
 291296.8769      205.63602      18.63182
 293062.3146      192.04617      18.63526
 294827.7524       39.69669      18.63388
 296593.1902       34.33228      18.63329
 298358.6366       76.77078      18.62895
 300124.0745      142.45511      18.63263
 301889.5037      -20.38479      18.63028
 303654.9503     -158.78677      18.62970
 305420.3883     -143.58759      18.63017
 307185.8176      -58.77018      18.62949
 308951.2642      107.64599      18.63212
 310716.7023       62.70409      18.63367
 312482.1317      122.30873      18.63089
 314247.5785       25.27237      18.63217
 316013.0080     -203.01343      18.62819
 317778.4548      -66.33997      18.63180
 319543.8930      116.10985      18.63311
 321309.3226      -17.82179      18.63170
 323074.7695     -239.43185      18.63018
 324840.2078     -195.50323      18.62818
 326605.6375     -256.29999      18.62918
 328371.0845     -354.88605      18.62859
 330136.5228     -463.06848      18.62602
 331901.9699     -590.20520      18.62379
 333667.3997     -672.99603      18.62508
 335432.8382     -754.53522      18.62362
 337198.2853     -458.06171      18.62654
 338963.7153     -497.04312      18.62777
 340729.1538     -637.82928      18.62519
 342494.6011     -374.49597      18.62700
 344260.0311       -8.52346      18.63213
 346025.4698     -106.21548      18.63070
 347790.9171     -338.37558      18.62671
 349556.3558     -361.91940      18.62901
 351321.7946      -83.92334      18.62972
 354852.6722       64.96906      18.63192
 356618.1197      -56.92244      18.63253
 358383.5500      232.21970      18.63246
 360148.9889      308.51364      18.63448
 361914.4279      214.57672      18.63153
 363679.8668      100.37422      18.63156
 365445.3145     -146.56783      18.63041
 367210.7449     -260.77032      18.62948
 368976.1840     -303.86447      18.63075
 370741.6317     -258.74377      18.62864
 372507.0622       -8.70228      18.63124
 374272.5014       23.12660      18.63509
 376037.9492     -121.89149      18.63024
 377803.3798       56.38599      18.63267
 379568.8191      309.34811      18.63665
 381334.2671      269.41299      18.63855
 383099.6978       67.71088      18.63474
 384865.1458      162.36305      18.63374
 386630.5851      377.29739      18.63824
 388396.0246      407.33813      18.63460
 390161.4640      235.91519      18.63696
 391926.9035       87.02278      18.63307
 393692.3430      358.81995      18.63737
 395457.7826      383.73471      18.63691
 397223.2222      225.66318      18.63600
 398988.6704      -27.95458      18.63520
 400754.1101     -127.79236      18.63278
 402519.5411     -173.03229      18.62728
 404284.9895     -187.87384      18.63074
 406050.4292     -409.54352      18.62722
 407815.8603     -708.87805      18.62627
 409581.3088     -422.12009      18.62809
 411346.7486     -199.79477      18.63261
 413112.1798     -104.48694      18.63378
 414877.6284     -125.58699      18.63233
 416643.0683     -347.01825      18.63012
 418408.5083     -588.23822      18.62892
 420173.9483     -422.00089      18.63212
 421939.3883     -218.92786      18.63220
 423704.8283      -80.28746      18.63373
 425470.2684     -155.68733      18.63317
 427235.6999     -259.10138      18.63319
 429001.1487     -252.78329      18.62967
 430766.5889     -209.62953      18.63404
 432532.0377      -83.62532      18.63375
 434297.4693       73.19450      18.63326
 436062.9096      126.83868      18.63603
 437828.3586      345.34930      18.63794
 439593.7903      397.44379      18.63574
 441359.2306      132.08389      18.63359
 443124.6797       93.57929      18.63424
 444890.1115     -141.50143      18.63181
 446655.5519      -78.79734      18.63010
 448421.0011      226.49765      18.63719
 450186.4416      237.70332      18.63562
 451951.8822     -339.68686      18.62863
 453717.3227     -714.60010      18.63002
 455482.7634     -605.10632      18.62873
 457248.2040     -100.91066      18.63249
 459013.6447      208.02020      18.63511
 460779.0854      -94.83099      18.63303
 462544.5348     -378.37030      18.62832
 464309.9670     -165.99893      18.63169
 466075.4164       65.56511      18.63163
 467840.8573      339.03122      18.63503
 469606.2895      210.04677      18.63624
 471371.7390       -6.97374      18.63168
 473137.1713       89.28776      18.63467
 474902.6123      117.77878      18.63187
 476668.0620      -15.97404      18.63165
 478433.5030      212.43095      18.63582
 480198.9354      177.26422      18.63277
 481964.3852      171.06534      18.63351
 483729.8176      -20.38479      18.63346
 485495.2674     -307.79840      18.62770
 487260.7086     -199.01991      18.63266
 489026.1412      132.79915      18.63345
 490791.5911      259.87625      18.63077
 492557.0324       -6.61612      18.63313
 494322.4737     -263.69095      18.63276
 496087.9151     -420.98761      18.62885
 497853.3564     -502.58636      18.62945
 499618.8065     -707.08990      18.62476
 501384.2393     -731.40857      18.62553
 503149.6808     -664.83020      18.62535
 504915.1309     -774.50275      18.62443
 506680.5725     -792.56299      18.62263
 508446.0054     -661.13470      18.62737
 510211.4556     -504.91095      18.62772
 511976.8973     -199.43713      18.63085
 513742.3303       27.89497      18.63189
 515507.7806       96.55952      18.63374
 517273.2224      237.70332      18.63522
 519038.6728      106.21548      18.63373
 520804.1059      244.61746      18.63398
 522569.5477      283.12207      18.63324
 524334.9982      174.88004      18.63308
 526100.4315      326.39502      18.63542
 527865.8734      401.37769      18.63633
 529631.3154      -73.01569      18.63254
 531396.7573     -413.17938      18.62926
 533162.2080     -215.70921      18.62970
 534927.6414     -100.25501      18.63141
 536693.0835     -228.76263      18.63008
 538458.5342     -470.39984      18.62955
 540223.9677     -450.25348      18.62988
 541989.4099     -136.97147      18.63260
 543754.8607       -6.19888      18.63287
 545520.2943      -43.63060      18.63272
 547285.7366      -62.16764      18.62965
 549051.1876      -14.30511      18.63288
 550816.6299      -98.46687      18.63253
 552582.0722     -342.42868      18.62812
 554347.5146     -588.17865      18.62695
 556112.9571     -530.18329      18.62625
 557878.3995     -328.42160      18.62834
 559643.8420       67.94930      18.63226
 561409.2845      155.44891      18.63336
 563174.7357      -46.84925      18.63148
 564940.1697     -251.47200      18.62933
 566705.6209     -291.22830      18.62969
 568471.0636     -102.69881      18.63193
 570236.4976      -51.37920      18.63165
 572001.9490       20.02716      18.63202
 573767.3917      -56.44560      18.63311
 575532.8259      -62.28685      18.63128
 577298.2773     -169.15799      18.62945
 579063.7201      -93.34087      18.63116
 580829.1544      150.56134      18.63530
 582594.6059      164.74724      18.63334
 584360.0488      150.91896      18.63114
 586125.4918      233.29257      18.63445
 587890.9348      255.58472      18.63705
 589656.3778       -2.62260      18.63265
 591421.8209     -148.47517      18.63193
 593187.2640     -368.05869      18.62674
 594952.7071     -257.43246      18.63003
 596718.1503     -123.85845      18.62993
 598483.5934      -81.89678      18.63280
 600249.0453     -369.60840      18.62970
 602014.4799     -389.81439      18.63099
 603779.9232      -35.40516      18.63209
 605545.3752      -63.89618      18.63324
 607310.8099     -299.33453      18.62963
 609076.2532     -342.60748      18.63101
 612607.1487     -176.72777      18.63173
 614372.5836     -108.12283      18.63516
 616138.0357       30.15995      18.63528
 617903.4793      -39.75630      18.63336
 619668.9228       70.09506      18.63448
 621434.3664      179.05235      18.63629
 623199.8101      203.13263      18.63508
 624965.2624      288.48648      18.63771
 626730.6974      294.68536      18.63887
 628496.1411       95.72506      18.63569
 630261.5935      332.59393      18.63384
 632027.0287      345.94537      18.63889
 633792.4812     -121.23585      18.63346
 635557.9250     -190.43684      18.63034
 637323.3603      -25.09356      18.63657
 639088.8128     -205.81483      18.63264
 640854.2481     -303.20883      18.63126
 642619.6921     -398.69547      18.63314
 644385.1448     -307.55997      18.63167
 646150.5802     -311.73230      18.63145
 647916.0242      -91.25471      18.63535
 649681.4770       50.06790      18.63681
 651446.9125      -63.59816      18.63285
 653212.3653     -320.37497      18.63373
 654977.8095      -82.31401      18.63723
 656743.2538      252.36606      18.63923
 658508.6980      401.85452      18.64169
 660274.1423      275.13504      18.64061
 662039.5866      201.82132      18.63938
 663805.0310      269.53220      18.63915
 665570.4754      494.48013      18.64220
 667335.9285      396.01324      18.63943
 669101.3729       99.65897      18.63547
 670866.8088     -103.29485      18.63700
 672632.2620     -343.91879      18.63369
 674397.7065     -301.24188      18.63701
 676163.1423     -200.03319      18.63662
 677928.5956     -251.29318      18.63439
 679694.0402     -325.91821      18.63344
 681459.4763     -428.79581      18.63378
 683224.9296     -830.76953      18.63088
 684990.3744     -909.92450      18.63061
 686755.8278     -522.61353      18.63277
 688521.2639     -123.97766      18.63569
 690286.7088     -314.89133      18.63368
 692052.1623     -844.95544      18.62816
 693817.5986     -750.89929      18.62967
 695583.0435     -369.84683      18.63575
 697348.4885       19.07349      18.63770
 699113.9335       63.06171      18.63887
 700879.3871      276.56555      18.63994
 702644.8236      343.32275      18.64143
 704410.2687      118.01720      18.63791
 706175.7224       51.37920      18.64137
 707941.1590      130.17654      18.63906
 709706.6042      222.68295      18.63923
 711472.0580      168.56194      18.63675
 713237.5033       58.05492      18.63957
 715002.9486       98.58608      18.63865
 716768.3939      -24.97435      18.63725
 718533.8392     -379.62198      18.63223
 720299.2846     -391.18527      18.63270
 722064.7300     -425.69638      18.63065
 723830.1755     -223.33861      18.63418
 725595.6296       10.25200      18.63832
 727361.0665     -242.88893      18.63499
 729126.5120     -386.83414      18.63437
 730891.9662     -412.22571      18.63551
 732657.4032     -145.01810      18.63589
 734422.8575      305.77182      18.63902
 736188.3031      381.82736      18.64175
 737953.7402      108.83808      18.63958
 739719.1946       -0.89407      18.63491
 741484.6403       80.46627      18.63848
 743250.0775      204.68234      18.63748
 745015.5320      155.44891      18.63694
 746780.9778      -48.04134      18.63619
 748546.4324       85.59227      18.63925
 750311.8696      181.43654      18.63869
 752077.3156       90.24143      18.63706
 753842.7616       70.33348      18.63752
 755608.2076       -9.17912      18.63677
 757373.6537      165.70091      18.63897
 759139.0997      407.93420      18.64150
 760904.5459      353.33633      18.63946
 762669.9920      474.21454      18.63800
 764435.4382      238.06094      18.64030
 766200.8844      168.56194      18.63638
 767966.3393      270.60510      18.63990
 769731.7856      254.63104      18.63856
 771497.2232       26.94130      18.63699
 773262.6782       15.02037      18.63748
 775028.1246       78.67813      18.63679
 776793.5624      195.98007      18.63730
 778559.0174      201.94054      18.63661
 780324.4639      246.40561      18.64075
 782089.9104      292.06274      18.63747
 783855.3569       -2.50340      18.63548
 785620.8035      -74.44620      18.63537
 787386.2587      221.72928      18.63818
 789151.6967      414.49069      18.64005
 790917.1434      338.43518      18.64030
 792682.5987      214.93436      18.63803
 794448.0368       99.30134      18.63671
 796213.4836      360.01205      18.64267
 797978.9390      391.00647      18.63938
 799744.3772       14.06670      18.63693
 801509.8327      -82.37362      18.63685
 803275.2796      236.63043      18.63829
 805040.7178      509.38129      18.64435
 806806.1734      515.93781      18.64198
 813867.9529      570.89331      18.64423
 815633.4086      154.01840      18.64054
 817398.8558      -94.47336      18.63538
 819164.3029       -1.07288      18.63836
 820929.7501      339.03122      18.64133
 822695.1974      631.09399      18.64306
 824460.6446      423.07376      18.64314
 826226.1006       37.55093      18.64043
 827991.5393      -31.53086      18.63705
 829756.9953       89.64539      18.63936
 831522.4427      174.88004      18.63826
 835053.3376      -10.49042      18.63749
 836818.7850      353.09790      18.64070
 838584.2239      519.87170      18.63935
 840349.6801      285.62546      18.63868
 842115.1277     -213.14621      18.63264
 843880.5667     -206.82812      18.63355
 845646.0230      -45.18032      18.63543
 847411.4707       95.00980      18.63609
 849176.9270      121.11664      18.63492
 850942.3661      -20.38479      18.63743
 852707.8139      118.73245      18.64009
 854473.2704      548.72034      18.63943
 856238.7096      606.89447      18.64294
 865065.9493      102.16236      18.63743
 868596.8540      -30.10035      18.63727
 870362.2935       38.02776      18.63407
 872127.7416       32.54414      18.63803
 873893.1984      140.42854      18.63890
 875658.6466      193.95352      18.63987
 877424.0862       28.49102      18.63684
 880954.9914     -139.05763      18.63775
 882720.4397      184.29756      18.64004
 884485.8881      389.33752      18.64292
 886251.3365      219.10667      18.64138
 889782.2333       28.13339      18.63969
 891547.6818      207.90100      18.64303
 893313.1390      341.41541      18.64314
 895078.5789      715.25574      18.64537
 896844.0361      810.98077      18.64863
 898609.4847      872.13513      18.64877
 900374.9247      712.39471      18.64905
 902140.3820      554.68085      18.64631
 903905.8307      506.99710      18.64838
 905671.2708      447.98853      18.64713
 907436.7283       73.19450      18.64259
 909202.1771     -252.78329      18.63898
 910967.6345      -34.33228      18.63901
 912733.0748      157.47546      18.64507
 914498.5237      254.27341      18.64561
 916263.9812      129.46129      18.64292
 918029.4216       68.30692      18.64171
 919794.8706     -135.42175      18.64114
 921560.3196     -463.96255      18.63861
 923325.7687     -446.43878      18.63828
 925091.2178     -299.63254      18.64002
 926856.6669     -235.79597      18.64116
 928622.1160     -409.54352      18.63872
 930387.5739     -601.82812      18.63893
 932153.0231     -259.39941      18.64202
 933918.4637      -10.90765      18.64030
 935683.9216     -164.98566      18.64069
 937449.3709     -581.86053      18.63956
 939214.8117     -335.15692      18.64163
 940980.2697       84.63860      18.64427
 942745.7191      236.15359      18.64617
 944511.1772      329.13684      18.64629
 946276.6180      395.53644      18.64829
 948042.0675      235.55756      18.64394
 949807.5257      115.75222      18.64605
 951572.9667      -56.44560      18.64410
 953338.4163       69.26060      18.64623
 955103.8745      360.84653      18.64753
 956869.3156      484.70496      18.64758
 958634.7653      349.87927      18.64501
 960400.2236      160.21729      18.64565
 962165.6648        0.47684      18.64431
 963931.1232      -43.74981      18.64290
 965696.5730      108.00362      18.64433
 967462.0143       -7.33137      18.64588
 969227.4728     -261.30676      18.64310
 970992.9227     -465.09503      18.63981
 972758.3727     -287.89044      18.64121
 974523.8227      -47.26648      18.64204
 976289.2727      155.21049      18.64358
 978054.7227       73.55213      18.64577
 979820.1728      -41.90207      18.64271
 981585.6230      157.23706      18.64388
 983351.0731      164.27040      18.64645
 985116.5233       36.83567      18.64355
 986881.9735      105.26180      18.64542
 988647.4324      166.53537      18.64591
 990412.8740      376.58215      18.64849
 992178.3243      172.25742      18.64579
 993943.7833     -304.93738      18.64133
 995709.2251     -327.28909      18.63981
 997474.6841      -55.96876      18.64190
 999240.1346      -40.59076      18.64454
1001005.5764     -257.37286      18.64284
1002771.0355      -59.42583      18.64474
1004536.4861       90.95669      18.64617
1006301.9280     -190.19843      18.64181
1008067.3873     -208.13942      18.64441
1009832.8379      158.30994      18.64188
1011598.2972      368.23749      18.64547
1013363.7393      233.65021      18.64742
1015129.1900     -205.33800      18.64310
1016894.6494     -408.05341      18.63852
1018660.0915      -18.65625      18.64366
1020425.5424      258.08810      18.64772
1022191.0019      202.17896      18.64442
1023956.4441       39.69669      18.64360
1025721.8950       97.27478      18.64489
1027487.3547      249.50504      18.64684
1029252.8056      227.21291      18.64686
1031018.2567       21.10004      18.64613
1032783.7077     -197.82782      18.64218
1034549.1502       88.81092      18.64794
1036314.6099      285.02942      18.64724
1038080.0611      275.61188      18.64443
1039845.5036      239.37225      18.64669
1041610.9634      197.17216      18.64545
1043376.4147      273.94293      18.64707
1045141.8660      223.27899      18.64695
1046907.3173       84.99622      18.64560
1048672.7686      108.24203      18.64260
1050438.2286      -18.06021      18.64401
1052203.6714      263.45251      18.64697
1053969.1228      277.75763      18.64826
1055734.5829      260.59149      18.64655
1057500.0258       38.14697      18.64507
1059265.4773     -143.52798      18.64298
1061030.9375      -86.12871      18.64477
1062796.3805      143.52798      18.64510
1064561.8408      203.96710      18.64768
1066327.2924      158.42914      18.64562
1068092.7355       83.20808      18.64232
1069858.1959      -84.99622      18.64457
1071623.6476      -31.41165      18.64300
1073389.0994      102.51999      18.64544
1075154.5512       50.06790      18.64356
1076920.0031     -261.66440      18.64291
1078685.4636     -564.39636      18.63951
1080450.9069     -403.34464      18.63983
1082216.3589     -230.84879      18.64368
1083981.8195     -347.31625      18.64288
1085747.2628     -404.00027      18.63970
1087512.7149      -32.00769      18.64121
1089278.1670      160.45570      18.64733
1091043.6191      257.13443      18.64677
1092809.0712       32.30572      18.64535
1094574.5320     -108.95729      18.64307
1096339.9756       63.18092      18.64533
1098105.4365       28.25260      18.64396
1099870.8888      -33.14018      18.64148
1101636.3324      -58.11453      18.64432
1103401.7934       56.74362      18.64627
1105167.2458       64.37302      18.64471
1106932.6896      185.60886      18.64585
1108698.1506      203.72867      18.64651
1110463.6031       16.57009      18.64414
1112229.0642      -27.89497      18.64480
1113994.5081      366.09174      18.64806
1115759.9607      602.24536      18.64992
1117525.4219      330.68658      18.64646
1119290.8659     -125.52738      18.64322
1121056.3186     -338.55438      18.63948
1122821.7799       95.48664      18.64540
1126352.6767     -101.26830      18.64455
1128118.1382     -193.23825      18.64292
1129883.5823        8.22544      18.64464
1131649.0439      429.86871      18.64631
1133414.4967      560.64130      18.65054
1135179.9497      112.17594      18.64545
1136945.4026     -272.27402      18.64155
1138710.8556      -92.08917      18.64318
1140476.3086      385.52283      18.64887
1142241.7616      565.29047      18.64972
1144007.2147      382.90024      18.64912
1145772.6678      284.07574      18.64867
1147538.1210      258.08810      18.64568
1149303.5742      364.42279      18.64618
1151069.0360      170.82690      18.64718
1152834.4806     -138.75961      18.64297
1154599.9339     -438.80939      18.64250
1156365.3958     -441.61081      18.64026
1158130.8405     -409.96075      18.63954
1159896.2939     -256.47879      18.64226
1161661.7559     -229.47787      18.64443
1163427.2007     -117.06352      18.64476
1165192.6628     -112.83159      18.64396
1166958.1163     -284.25455      18.64089
1168723.5612     -420.68958      18.64098
1170489.0234     -354.58804      18.64005
1172254.4770      116.70589      18.64474
1174019.9220      376.58215      18.64690
1175785.3843      294.56616      18.64656
1177550.8380       -7.09295      18.64456
1179316.3003      -34.33228      18.64626
1181081.7455       91.67194      18.64540
1182847.1992      469.68460      18.64985
1184612.6617      548.95880      18.64972
1186378.1069      290.63226      18.64890
1188143.5608      189.30435      18.64605
1189909.0233      328.54080      18.64806
1191674.4773      483.75128      18.65012
1193439.9226      528.09717      18.64794
1195205.3853      497.46036      18.65062
1196970.8393      330.56735      18.64748
1198736.2934      154.13760      18.64439
1200501.7475      365.73410      18.64989
1202267.1930      503.42084      18.65038
1204032.6558      338.43518      18.64672
1205798.1100       61.03516      18.64591
1207563.5556      177.38342      18.64618
1209329.0185      365.61490      18.64797
1211094.4728      609.27869      18.65249
1212859.9358      620.24591      18.64933
1214625.3815      293.97009      18.65047
1216390.8359      158.30994      18.64754
1218156.2990      488.04285      18.65023
1219921.7448      409.36469      18.64861
1221687.1993      -55.07469      18.64413
1223452.6625     -386.29770      18.63863
1225218.1084     -497.16235      18.63801
1226983.5630     -240.68356      18.64126
1228749.0263     -250.93555      18.64040
1230514.4723     -536.44177      18.63657
1232279.9356     -658.75055      18.63802
1234045.3903     -330.20972      18.64162
1235810.8451       84.28097      18.64182
1237576.2999      -26.82209      18.64351
1239341.7547     -252.18726      18.64277
1241107.2096     -381.88696      18.63799
1242872.6644     -295.46024      18.64121
1244638.1193     -171.72098      18.64205
1246403.5829     -173.98596      18.64318
1248169.0379     -110.86464      18.64144
1249934.4843      -97.45360      18.64203
1251699.9480     -118.25562      18.64488
1253465.3944     -118.31522      18.64121
1255230.8495     -380.81409      18.63971
1256996.3133     -309.82495      18.64120
1258761.7598     -167.25064      18.64237
1260527.2150       90.83748      18.64310
1262292.6789      232.10049      18.64344
1264058.1255      437.85571      18.64923
1265823.5895      445.48511      18.64559
1267589.0448      270.60510      18.64428
1269354.4915      211.95412      18.64437
1271119.9556      295.16220      18.64416
1272885.4110      342.84592      18.64790
1274650.8578      254.15421      18.64697
1276416.3219      127.31552      18.64382
1278181.7775      -23.84186      18.63982
1279947.2417      -81.30074      18.64332
1281712.6886       12.39777      18.64362
1283478.1443       72.71767      18.64379
1285243.6085     -225.30556      18.64147
1287009.0556     -368.29709      18.63812
1288774.5113     -290.21503      18.64117
1290539.9757       -4.35114      18.64453
1292305.4229      213.50385      18.64651
1294070.8787      473.49930      18.65017
1295836.3432      346.06458      18.64515
1297601.7990      211.59650      18.64565
1299367.2550      411.03363      18.64719
1301132.7109      385.40363      18.64790
1302898.1669       87.85725      18.64552
1304663.6315     -190.91368      18.64247
1306429.0789        2.86102      18.64329
1308194.5350      356.07816      18.64831
1309959.9911      331.04419      18.64683
1311725.4472       96.79794      18.64529
1313490.9121       88.21487      18.64430
1315256.3596      245.09430      18.64631
1317021.8159      398.03983      18.64550
1318787.2808      395.05957      18.64898
1320552.7284      391.36411      18.64511
1322318.1848      354.29001      18.64783
1324083.6498      314.11649      18.64730
1325849.0975      297.18875      18.64699
1327614.5626      330.09052      18.64608
1329380.0191      467.18121      18.64971
1331145.4669      647.78326      18.64893
1332910.9321      496.02985      18.64932
1334676.3886      173.44952      18.64217
1336441.8452     -105.26180      18.64279
1338207.3019     -102.51999      18.64314
1339972.7585      117.54036      18.64787
1341738.2152      193.23825      18.64271
1343503.6719      284.67178      18.64780
1345269.1287      348.80640      18.64911
1347034.5941      274.89661      18.64555
1348800.0509      346.54141      18.64728
1350565.4991      415.20596      18.64770
1352330.9646      333.30917      18.64716
1354096.4215      217.79538      18.64449
1355861.8699       56.38599      18.64235
1357627.3355      213.14621      18.64245
1359392.7925      434.51785      18.64799
1361158.2495      232.21970      18.64437
1362923.7066     -195.74165      18.63793
1366454.6208      -34.09386      18.64109
1368220.0780      -28.07379      18.64433
1369985.5266      -86.78436      18.64199
1371750.9924     -190.25803      18.64173
1373516.4497     -194.78798      18.64152
1375281.8984     -392.19855      18.63959
1377047.3643     -295.04300      18.63921
1378812.8217     -244.02142      18.64040
1380578.2878      -86.78436      18.64085
1384109.1940     -185.48965      18.63839
1385874.6601     -284.19495      18.63943
1387640.1090     -251.23358      18.63934
1389405.5666     -100.79146      18.64103
1391171.0328      164.86646      18.64191
1392936.4818      189.54277      18.64351
1394701.9481        5.24521      18.64195
1396467.4058       41.36562      18.64288
1398232.8635      136.73306      18.64255
1399998.3212      206.70891      18.64501
1401763.7790      213.86147      18.64577
1403529.2368     -147.52150      18.64300
1405294.6947     -310.30179      18.63605
1407060.1526     -375.09204      18.63932
1408825.6105     -445.24670      18.63601
1410591.0771     -371.27734      18.63768
1412356.5264     -191.15210      18.63880
1414121.9931      -68.42613      18.64116
1415887.4511      312.92438      18.64377
1417652.9005      555.63452      18.64778
1419418.3673      338.31598      18.64501
1421183.8168       25.03395      18.64294
1422949.2749       28.49102      18.63922
1424714.7418      380.51605      18.64361
1426480.1914      273.94293      18.64407
1428245.6583       91.31432      18.64192
1430011.1166       51.25999      18.64219
1431776.5663      204.68234      18.64470
1433542.0333      359.29681      18.64559
1435307.4917      584.84076      18.64716
1437072.9415      310.89783      18.64198
