#BJD - 2454833   Corrected Flux
2784.651074675   0.998241828  
2784.671506446   0.997810159  
2784.691938017   0.997644713  
2784.732801458   0.999038056  
2784.753233029   0.999107541  
2784.773664699   0.999067770  
2784.794096470   0.998773882  
2784.814528141   0.999080552  
2784.834959711   0.999124903  
2784.855391482   0.999651630  
2784.875823152   0.999289519  
2784.896254823   0.998965263  
2784.916686494   0.998758647  
2784.937118164   0.999094505  
2784.957549935   0.998798397  
2784.977981505   0.999281344  
2784.998413176   0.999449666  
2785.018844946   0.999347924  
2785.039276517   0.999493542  
2785.059708188   0.999360738  
2785.080139958   0.999425598  
2785.100571529   0.999280772  
2785.121003299   0.998975360  
2785.141434970   0.998995641  
2785.161866540   0.999322540  
2785.182298311   0.999070653  
2785.223161552   0.998887520  
2785.243593322   0.999395244  
2785.264024992   0.999225547  
2785.284456563   0.999146777  
2785.304888333   0.999573138  
2785.325320004   0.999108084  
2785.345751674   0.999347615  
2785.366183345   0.999405591  
2785.386615015   0.999356212  
2785.407046686   0.999374246  
2785.427478356   0.999421733  
2785.468341797   0.998773256  
2785.488773367   0.998906665  
2785.509205038   0.998790112  
2785.529636808   0.999072430  
2785.550068379   0.999352896  
2785.570500149   0.999400481  
2785.590931819   0.999392347  
2785.611363390   0.999187857  
2785.631795160   0.999607700  
2785.652226831   0.999507774  
2785.672658401   0.999916308  
2785.713521842   0.999620489  
2785.733953412   0.999437122  
2785.754385183   0.999464198  
2785.774816853   0.999659985  
2785.795248624   0.999559723  
2785.815680194   1.000055366  
2785.836111864   0.999914295  
2785.856543635   0.999858429  
2785.876975205   0.999407225  
2785.897406876   0.999429124  
2785.917838646   0.999400149  
2785.958701887   0.999732032  
2785.979133657   0.999802939  
2785.999565228   0.999443890  
2786.019996998   0.999356721  
2786.040428669   0.999343506  
2786.060860239   0.999682677  
2786.081292009   0.999237619  
2786.101723680   0.999579381  
2786.122155250   0.999569170  
2786.142587021   0.999300380  
2786.203882032   0.999254271  
2786.224313702   0.999448503  
2786.244745473   0.999349716  
2786.265177043   0.999630339  
2786.285608714   0.999167949  
2786.306040484   0.998907529  
2786.326472055   0.999214762  
2786.346903725   0.999538899  
2786.367335496   0.999440525  
2786.387767066   0.998990656  
2786.408198737   0.999173810  
2786.469493848   0.999071918  
2786.489925519   0.999256020  
2786.510357189   0.998981817  
2786.530788860   0.999544631  
2786.551220531   0.999311829  
2786.571652201   0.999294655  
2786.592083972   0.999441970  
2786.612515542   0.999340375  
2786.632947213   0.999562239  
2786.653378883   0.998963435  
2786.673810554   0.999325343  
2786.694242325   0.999270465  
2786.714673895   0.999520051  
2786.735105566   0.999466575  
2786.755537337   0.999905993  
2786.775968907   0.999437460  
2786.796400578   0.999354950  
2786.816832349   0.999551106  
2786.837263919   0.999906517  
2786.857695590   0.999656238  
2786.878127361   0.999751633  
2786.898558931   0.999644263  
2786.939422373   0.999688454  
2786.959854044   0.999434485  
2786.980285714   0.999859250  
2787.000717385   0.999421755  
2787.021149056   0.999586527  
2787.041580727   0.999514778  
2787.062012398   0.999653367  
2787.082444068   0.999830926  
2787.102875739   0.999547650  
2787.123307410   0.999650094  
2787.143739181   0.999681453  
2787.184602423   0.999468677  
2787.205034194   0.999170286  
2787.225465864   0.999306088  
2787.245897435   0.999368355  
2787.266329206   0.999317255  
2787.286760877   0.999444806  
2787.307192448   0.999237294  
2787.327624219   0.999475374  
2787.348055890   0.999611534  
2787.368487561   0.999484391  
2787.388919232   0.999194746  
2787.429782575   0.999545095  
2787.450214246   0.999434101  
2787.470645817   0.999424751  
2787.491077588   1.001200730  
2787.511509259   0.999440031  
2787.531940930   0.999571042  
2787.552372601   0.999289199  
2787.572804273   0.999482209  
2787.593236044   0.999793962  
2787.613667715   1.000400685  
2787.634099286   1.000146204  
2787.674962729   0.999832620  
2787.695394300   0.999122116  
2787.715826072   0.999339423  
2787.736257743   0.999341855  
2787.756689314   0.999209715  
2787.777121086   0.998909321  
2787.797552757   0.999245750  
2787.817984529   0.999224358  
2787.838416100   0.999510057  
2787.858847771   0.999298814  
2787.879279543   0.999575463  
2787.920142786   0.999543931  
2787.940574558   0.999674886  
2787.961006129   0.999570960  
2787.981437901   0.999559794  
2788.001869572   0.999466611  
2788.022301144   0.999742029  
2788.042732916   0.999598906  
2788.063164487   0.999487640  
2788.083596159   0.999245154  
2788.104027931   0.999754903  
2788.124459503   0.999414359  
2788.165322946   0.999456323  
2788.185754618   0.999623064  
2788.206186290   0.999554892  
2788.226617962   0.999871684  
2788.247049634   0.999689571  
2788.267481306   0.999625317  
2788.287912978   0.999565166  
2788.308344650   0.999298094  
2788.328776422   0.999558488  
2788.349207994   0.999574869  
2788.369639666   0.999732702  
2788.430934782   0.999591963  
2788.451366454   0.999610131  
2788.471798027   0.999745672  
2788.492229799   0.999710157  
2788.512661471   0.999388158  
2788.533093043   0.999571212  
2788.553524816   0.999325711  
2788.573956488   0.999681694  
2788.594388160   0.999973543  
2788.614819833   0.999970580  
2788.635251505   0.999838630  
2788.655683278   0.999770500  
2788.676114850   0.999795070  
2788.696546523   0.999572037  
2788.716978195   0.999375900  
2788.737409868   0.999185855  
2788.757841540   0.999215209  
2788.778273213   0.999371247  
2788.798704886   0.999469018  
2788.819136558   0.999577667  
2788.839568331   0.999351329  
2788.859999904   0.999671895  
2788.900863349   0.999680660  
2788.921294922   0.999881909  
2788.941726695   0.999922294  
2788.962158368   1.000201514  
2788.982589941   0.999930651  
2789.003021714   1.000067684  
2789.023453387   1.000087550  
2789.043884960   1.000013460  
2789.064316733   0.999934071  
2789.084748406   0.999935764  
2789.105180179   0.999952460  
2789.146043426   1.000135672  
2789.166475199   0.999979612  
2789.186906772   0.999850680  
2789.207338446   0.999773826  
2789.227770219   0.999806784  
2789.248201792   0.999784341  
2789.268633566   0.999820849  
2789.289065239   1.000071707  
2789.309496913   0.999981440  
2789.329928586   1.000224596  
2789.350360260   1.000019047  
2789.370791933   0.999958774  
2789.391223607   0.999881864  
2789.411655281   0.999887151  
2789.432086854   0.999828756  
2789.452518628   0.999633824  
2789.472950302   0.999511836  
2789.493382076   0.999907604  
2789.513813650   0.999572689  
2789.534245323   0.999744976  
2789.554677097   0.999546474  
2789.575108671   0.999681860  
2789.595540345   0.999552122  
2789.636403693   1.000258536  
2789.656835368   0.999852261  
2789.677267142   0.999740454  
2789.697698716   0.999727310  
2789.718130490   0.999980103  
2789.738562164   1.000053653  
2789.758993739   0.999660716  
2789.779425513   0.999801289  
2789.799857188   0.999376126  
2789.820288862   0.999664529  
2789.840720537   0.999460578  
2789.881583886   1.000310522  
2789.902015560   1.000231404  
2789.922447235   1.000143160  
2789.942879010   0.999938183  
2789.963310684   0.999878994  
2789.983742259   0.999987700  
2790.004174034   0.999464272  
2790.024605709   0.999521506  
2790.045037284   0.999551704  
2790.065469059   0.999510498  
2790.085900734   0.999801402  
2790.126764084   0.999911254  
2790.147195759   0.999913780  
2790.167627434   0.999912123  
2790.188059109   0.999916346  
2790.208490684   0.999869680  
2790.228922460   0.999968616  
2790.249354135   0.999979456  
2790.269785711   0.999953008  
2790.290217486   1.000034859  
2790.310649161   1.000075381  
2790.331080937   1.000052828  
2790.371944188   1.000032191  
2790.392375964   1.000043762  
2790.412807540   0.999824498  
2790.433239215   0.999776988  
2790.453670991   0.999653235  
2790.474102667   0.999802343  
2790.494534243   0.999901031  
2790.514966019   1.000061460  
2790.535397695   0.999909857  
2790.555829371   1.000124543  
2790.576261047   0.999879913  
2790.617124499   0.999666085  
2790.637556076   1.000076280  
2790.657987752   0.999993532  
2790.678419528   0.999958132  
2790.698851105   0.999965849  
2790.719282881   0.999883675  
2790.739714558   1.000095155  
2790.760146134   0.999979769  
2790.780577911   1.000217905  
2790.801009587   1.000074183  
2790.821441164   0.999572459  
2790.862304518   1.000062166  
2790.882736194   1.000203610  
2790.903167971   1.000289116  
2790.923599548   0.999928836  
2790.944031325   1.000182086  
2790.964463002   0.999879802  
2790.984894579   0.999844697  
2791.005326357   0.999918609  
2791.025758034   0.999870968  
2791.046189711   1.000071970  
2791.066621388   1.000156198  
2791.107484843   1.000000000  
2791.127916421   1.000007964  
2791.148348098   0.999826813  
2791.168779876   1.000113174  
2791.189211553   0.999982102  
2791.209643131   1.000053045  
2791.230074909   1.000265141  
2791.250506587   1.000454631  
2791.270938165   0.999951206  
2791.291369942   1.000278100  
2791.311801620   1.000236357  
2791.332233398   1.000268593  
2791.352664977   1.000192891  
2791.373096655   0.999964058  
2791.393528433   1.000009908  
2791.413960011   0.999981860  
2791.434391690   1.000398075  
2791.454823368   0.999814660  
2791.475255046   1.000216462  
2791.495686725   1.000179852  
2791.516118503   1.000142223  
2791.536550082   0.999856223  
2791.556981861   1.000247079  
2791.597845118   1.000262558  
2791.618276897   1.000454950  
2791.638708476   1.000484902  
2791.659140155   0.999950320  
2791.679571934   0.999855446  
2791.700003613   0.999794355  
2791.720435292   0.999952222  
2791.740866971   0.999881650  
2791.761298650   1.000076498  
2791.781730330   1.000119207  
2791.802162009   1.000057710  
2791.843025468   1.000384830  
2791.863457048   1.000191179  
2791.883888727   1.000152952  
2791.904320507   1.000230038  
2791.924752087   1.000284798  
2791.945183866   1.000417468  
2791.965615546   0.999884673  
2791.986047126   1.000203183  
2792.006478906   1.000245889  
2792.026910586   1.000192200  
2792.047342166   1.000228111  
2792.088205627   1.000355650  
2792.108637407   1.000158465  
2792.129068988   1.000112783  
2792.149500668   1.000192634  
2792.169932449   1.000441599  
2792.190364029   1.000278119  
2792.210795710   1.000188200  
2792.231227390   1.000198064  
2792.251659071   1.000364939  
2792.272090752   1.000095258  
2792.292522433   1.000223974  
2792.333385895   1.000222146  
2792.353817576   0.999753766  
2792.374249157   1.000159644  
2792.394680938   1.000313088  
2792.415112620   1.000431805  
2792.435544201   1.000566765  
2792.455975982   1.000203543  
2792.476407664   1.000311151  
2792.496839446   1.000287830  
2792.517271027   1.000440549  
2792.537702709   1.000388656  
2792.578566072   1.000332931  
2792.598997754   1.000263188  
2792.619429536   1.000133851  
2792.639861118   1.000280811  
2792.660292801   0.999895435  
2792.680724583   1.000184365  
2792.701156165   1.000108412  
2792.721587947   1.000290042  
2792.742019630   1.000523823  
2792.762451212   1.000066216  
2792.782882995   1.000614266  
2792.803314677   1.000306302  
2792.823746360   1.000726767  
2792.844178043   1.000250943  
2792.864609725   1.000426542  
2792.885041408   1.003311396  
2792.905473091   1.000250649  
2792.925904774   1.000319849  
2792.946336457   1.000353742  
2792.966768141   1.000493258  
2792.987199824   1.000299801  
2793.007631507   1.000473260  
2793.028063191   1.000464115  
2793.068926658   0.999888132  
2793.089358241   1.000256070  
2793.109790025   1.000519544  
2793.130221709   1.000444725  
2793.150653293   1.000352668  
2793.171085076   1.000390553  
2793.191516760   1.000467831  
2793.211948345   1.000584525  
2793.232380129   1.000129415  
2793.252811813   1.000333810  
2793.273243597   0.999998446  
2793.314106866   1.000345048  
2793.334538651   1.000263172  
2793.354970235   1.000430937  
2793.375401920   1.000327709  
2793.395833705   1.000411495  
2793.416265289   1.000068001  
2793.436696974   1.000621994  
2793.457128759   1.000342280  
2793.477560444   1.000126577  
2793.497992129   1.000293926  
2793.518423815   1.000030235  
2793.559287185   1.000082375  
2793.579718871   0.999840439  
2793.600150556   1.000164839  
2793.620582242   1.000032797  
2793.641013928   1.000069037  
2793.661445713   1.000038035  
2793.681877299   1.000542892  
2793.702308985   1.000209373  
2793.722740771   0.999715214  
2793.743172357   0.999519711  
2793.763604043   0.999452507  
2793.804467416   0.999384774  
2793.824899102   0.998934007  
2793.845330889   0.999116300  
2793.865762475   0.999540391  
2793.886194262   0.999258246  
2793.906625949   0.999550196  
2793.927057536   0.999468567  
2793.947489323   0.999626008  
2793.967921009   0.999112230  
2793.988352697   0.999356169  
2794.008784384   0.999500224  
2794.049647858   1.000402390  
2794.070079446   1.000550999  
2794.090511133   1.000399873  
2794.110942921   1.000043023  
2794.131374608   1.000177019  
2794.151806196   1.000112886  
2794.172237984   1.000004761  
2794.192669672   1.000065713  
2794.213101360   1.000263086  
2794.233533048   1.000062501  
2794.253964736   1.000418863  
2794.294828113   0.999986259  
2794.315259701   1.000084481  
2794.335691490   0.999957630  
2794.356123178   1.000439499  
2794.376554767   1.000259994  
2794.396986556   1.000540426  
2794.417418244   1.000566932  
2794.437850033   1.000561595  
2794.458281622   1.000625756  
2794.478713311   1.000277316  
2794.499145101   1.000346008  
2794.519576690   0.999981555  
2794.540008379   0.999911400  
2794.560440169   1.000179274  
2794.580871758   1.000164741  
2794.601303548   1.000769782  
2794.621735238   1.000507695  
2794.642166828   1.000511235  
2794.662598617   1.000341183  
2794.683030307   1.000100341  
2794.703461998   1.000565910  
2794.723893688   1.000271189  
2794.744325378   1.000390598  
2794.785188759   1.000297512  
2794.866915522   0.999834463  
2794.887347312   0.999955736  
2794.907779003   1.000297913  
2794.928210595   1.000342758  
2794.948642386   1.000267260  
2794.969073977   1.000334872  
2794.989505768   1.000482610  
2795.030369051   1.000559279  
2795.050800843   1.000545844  
2795.071232535   1.000190985  
2795.091664127   1.000316772  
2795.112095919   1.000418607  
2795.132527611   1.000169170  
2795.152959203   1.000388831  
2795.173390995   1.000237877  
2795.193822687   1.000340598  
2795.214254480   1.000182689  
2795.234686072   1.000314132  
2795.275549557   1.000729728  
2795.295981150   1.000728500  
2795.316412843   1.000637161  
2795.336844636   1.000438958  
2795.357276329   1.000361708  
2795.377708022   1.000596901  
2795.398139716   1.000577936  
2795.418571409   1.000116519  
2795.439003102   1.000340250  
2795.459434796   1.000121228  
2795.479866490   1.000445758  
2795.520729877   1.000253768  
2795.541161571   1.000294765  
2795.561593365   1.000073362  
2795.582024959   1.000022131  
2795.602456754   1.000519636  
2795.622888448   1.000593426  
2795.643320043   1.000157616  
2795.663751837   1.000246991  
2795.684183432   1.000098429  
2795.704615126   1.000288099  
2795.725046921   1.000168767  
2795.765910311   1.000277135  
2795.786342006   1.000040764  
2795.806773602   1.000177553  
2795.827205397   1.000265602  
2795.847637093   1.000487221  
2795.868068788   1.000297894  
2795.888500484   1.000176614  
2795.908932180   1.000414743  
2795.929363975   1.000185010  
2795.949795571   1.000477557  
2795.970227267   1.000377018  
2796.011090760   1.000102323  
2796.031522356   0.999377693  
2796.051954153   0.999931917  
2796.072385849   0.999891073  
2796.092817446   1.000128501  
2796.113249243   1.000314747  
2796.133680940   0.999946922  
2796.154112737   1.000166958  
2796.174544334   0.999892436  
2796.194976031   1.000042171  
2796.215407828   0.999959957  
2796.276702921   1.000626753  
2796.297134519   1.000255455  
2796.317566317   1.000226506  
2796.337997914   1.000163313  
2796.358429613   1.000253203  
2796.378861411   0.999884071  
2796.399293009   1.000063217  
2796.419724707   1.000023444  
2796.440156506   0.999932366  
2796.460588104   0.999955135  
2796.501451602   1.000357138  
2796.521883301   1.000111566  
2796.542315000   1.000145460  
2796.562746699   1.000407073  
2796.583178398   1.000208178  
2796.603610098   1.000564186  
2796.624041797   1.000176066  
2796.644473497   0.999977889  
2796.664905196   1.000238129  
2796.685336896   1.000239286  
2796.705768696   1.000314487  
2796.746631996   1.000374897  
2796.767063796   1.000279327  
2796.787495497   1.000286740  
2796.807927097   1.000185683  
2796.828358898   1.000379059  
2796.848790599   1.000111437  
2796.869222199   1.000439032  
2796.889654000   1.000355219  
2796.910085701   1.000219294  
2796.930517502   1.000201536  
2796.950949104   1.000219560  
2796.991812506   0.999909052  
2797.012244208   1.000430236  
2797.032675910   1.000074260  
2797.053107612   1.000449126  
2797.073539313   1.000352335  
2797.093971115   0.999981807  
2797.114402718   1.000116784  
2797.134834420   1.000436451  
2797.155266222   1.000574163  
2797.175697925   1.000344063  
2797.196129527   1.000049231  
2797.236993033   1.000542547  
2797.257424736   1.000605321  
2797.277856439   1.000440448  
2797.298288142   1.000328349  
2797.318719945   1.000388271  
2797.339151549   1.000124998  
2797.359583252   1.000306733  
2797.380015056   1.000015296  
2797.400446660   1.000296148  
2797.420878364   1.000288619  
2797.441310168   1.000551773  
2797.482173576   0.999818394  
2797.502605280   1.000243370  
2797.523036885   1.000246253  
2797.543468690   1.000505543  
2797.563900394   1.000358730  
2797.584331999   1.000134394  
2797.604763804   1.000249184  
2797.625195509   1.000306388  
2797.645627314   1.000407165  
2797.666058920   1.000399100  
2797.686490625   1.000758380  
2797.727354036   1.000284799  
2797.747785742   1.000283904  
2797.768217448   1.000397513  
2797.788649154   1.000235751  
2797.809080860   1.000381146  
2797.829512566   1.000269343  
2797.849944273   1.000482559  
2797.870376079   1.000325092  
2797.890807786   1.000448519  
2797.911239393   1.000310686  
2797.931671200   1.000378130  
2797.972534514   1.000271001  
2797.992966321   1.000839316  
2798.013398028   1.000781338  
2798.033829836   1.000916009  
2798.054261444   1.000822115  
2798.074693151   1.000489938  
2798.095124959   1.000619845  
2798.115556567   1.000554317  
2798.135988275   1.000654115  
2798.156420083   1.000357319  
2798.176851692   1.000418309  
2798.217715209   1.000365124  
2798.238146818   1.000073236  
2798.258578627   1.000160051  
2798.279010336   1.000398589  
2798.299441945   1.000541076  
2798.319873754   1.000663554  
2798.340305463   1.000622635  
2798.360737173   1.000398018  
2798.381168882   1.000504049  
2798.401600592   1.000527705  
2798.422032302   1.000343294  
2798.462895722   1.000003252  
2798.483327433   1.000142845  
2798.503759143   1.000206416  
2798.524190853   1.000352143  
2798.544622664   1.000015050  
2798.565054275   1.000513079  
2798.585486086   1.000414698  
2798.605917797   1.000492970  
2798.626349408   1.000635000  
2798.646781219   1.000470702  
2798.667212931   1.000533221  
2798.708076354   1.000337013  
2798.728508066   1.000210700  
2798.748939678   0.999983350  
2798.769371490   1.000582033  
2798.789803202   1.000106787  
2798.810235014   1.000667422  
2798.830666627   1.000238636  
2798.851098339   1.000447934  
2798.871530152   1.000555489  
2798.891961765   1.000221520  
2798.912393478   1.000318391  
2798.953256904   1.000284686  
2798.973688718   1.000692037  
2798.994120431   1.000360900  
2799.014552145   1.000493230  
2799.034983859   1.000332206  
2799.055415573   1.000493285  
2799.075847187   1.000242528  
2799.096279001   1.000546500  
2799.116710715   1.000483833  
2799.137142430   1.000328903  
2799.157574144   1.000430497  
2799.198437674   1.000420497  
2799.218869289   1.000725266  
2799.239301004   1.000462756  
2799.259732819   1.000726310  
2799.280164435   1.000475026  
2799.300596150   1.000426323  
2799.321027966   1.000522552  
2799.341459582   1.000307937  
2799.382323114   1.000382561  
2799.402754730   1.000794536  
2799.443618263   1.000276668  
2799.464049880   1.000211040  
2799.484481697   1.000206030  
2799.504913413   1.000019404  
2799.525345231   1.000213215  
2799.545776848   1.000434098  
2799.566208565   1.000470316  
2799.586640383   1.000308865  
2799.607072000   1.000384481  
2799.627503718   1.000574957  
2799.647935536   1.000417656  
2799.688798972   1.000247087  
2799.709230690   1.000140139  
2799.729662409   1.000341734  
2799.750094127   1.000180957  
2799.770525846   1.000356614  
2799.790957565   1.000310783  
2799.811389284   1.000031886  
2799.831821003   1.000220628  
2799.852252622   1.000287013  
2799.872684442   1.000358918  
2799.893116161   1.000540795  
2799.933979601   1.000361824  
2799.954411321   1.000073898  
2799.974843141   1.000667437  
2799.995274762   1.000192589  
2800.015706482   1.000333151  
2800.036138303   1.000273705  
2800.056569923   1.000215571  
2800.077001744   1.000359950  
2800.097433465   1.000501111  
2800.117865086   1.000261422  
2800.138296908   0.999897115  
2800.179160351   1.000289843  
2800.199592072   1.000252255  
2800.220023794   1.000331338  
2800.240455616   1.000026570  
2800.260887239   1.000052884  
2800.281318961   0.999989507  
2800.301750783   0.999837748  
2800.322182406   1.000343733  
2800.342614129   0.999885192  
2800.363045952   1.000613276  
2800.383477675   1.000505200  
2800.424341121   1.000009598  
2800.444772745   0.999916254  
2800.465204568   1.000229963  
2800.485636292   0.999734213  
2800.506067916   1.000082217  
2800.526499740   1.000078504  
2800.546931464   1.000271270  
2800.567363089   1.000051348  
2800.587794913   1.000199022  
2800.608226638   1.000186226  
2800.628658463   1.000156596  
2800.669521813   1.000153037  
2800.689953638   1.000395070  
2800.710385264   1.000221467  
2800.730816989   1.000254898  
2800.751248815   1.000015369  
2800.771680441   1.000037975  
2800.792112167   1.000015321  
2800.812543993   0.999703693  
2800.832975719   1.000053117  
2800.853407446   0.999999834  
2800.873839173   1.000327715  
2800.914702626   1.000180193  
2800.935134353   1.000025625  
2800.955566081   0.999735941  
2800.975997908   0.999753294  
2800.996429536   1.000131445  
2801.016861363   1.004498686  
2801.037293091   1.000162607  
2801.057724719   1.000229929  
2801.078156547   1.000243275  
2801.098588176   1.000483919  
2801.119019904   1.000169216  
2801.159883362   1.000485676  
2801.180315191   1.000765152  
2801.200746920   1.000293358  
2801.221178549   1.000208999  
2801.241610378   1.000623959  
2801.262042108   1.000140401  
2801.282473738   1.000340664  
2801.302905567   0.999990743  
2801.323337298   1.000615486  
2801.343768928   1.000429960  
2801.364200758   1.000466031  
2801.405064319   1.000000529  
2801.425495950   1.000006078  
2801.445927681   1.000062681  
2801.466359512   1.000170151  
2801.486791143   1.000379635  
2801.507222875   1.000580022  
2801.527654706   1.000320216  
2801.548086438   1.000503241  
2801.568518170   1.000639571  
2801.588949902   1.000370914  
2801.609381634   0.999874965  
2801.650245099   1.000051958  
2801.670676832   1.000588361  
2801.691108665   1.000511028  
2801.711540298   1.000195552  
2801.731972131   1.000375760  
2801.752403865   1.000383629  
2801.772835498   1.000408044  
2801.793267332   0.999950186  
2801.813698966   1.000221198  
2801.834130700   1.000154350  
2801.854562534   1.000304433  
2801.895425903   1.000454321  
2801.915857737   1.000258531  
2801.936289372   1.000108643  
2801.956721207   1.000366305  
2801.977152942   1.000501485  
2801.997584578   1.000867812  
2802.018016413   1.000603409  
2802.038448149   1.000377769  
2802.058879884   1.000095625  
2802.079311620   1.000513726  
2802.099743357   1.000142341  
2802.140606829   1.000100249  
2802.161038566   1.000173347  
2802.181470403   1.000002425  
2802.201902140   1.000447166  
2802.222333777   1.000157185  
2802.242765614   1.000310196  
2802.263197351   1.000366716  
2802.283629089   1.000286770  
2802.304060827   1.000022343  
2802.324492565   0.999862087  
2802.344924403   1.000327831  
2802.385787780   0.999983424  
2802.406219618   1.000038603  
2802.426651257   1.000033077  
2802.447082996   1.000283896  
2802.467514735   1.000380138  
2802.487946474   1.000395751  
2802.508378314   1.000264609  
2802.528809953   1.000270070  
2802.549241693   1.000327945  
2802.569673533   1.000400818  
2802.590105173   1.000672849  
2802.630968754   0.999786785  
2802.651400394   1.000208509  
2802.671832235   1.000014189  
2802.692263976   1.000253097  
2802.712695717   1.000255787  
2802.733127459   1.000452725  
2802.753559200   1.000376503  
2802.773990942   1.000333741  
2802.794422684   1.000601106  
2802.814854426   1.000246746  
2802.835286268   1.000287610  
2802.855718010   1.000311015  
2802.876149653   1.000214338  
2802.896581495   0.999435302  
2802.917013238   0.999338833  
2802.937444881   0.999888355  
2802.957876724   0.999432893  
2802.978308468   0.999461854  
2802.998740111   0.999008845  
2803.019171955   0.999396102  
2803.039603699   0.999414697  
2803.060035543   0.999210281  
2803.080467187   0.998969560  
2803.121330676   0.999332040  
2803.141762421   0.999517654  
2803.162194166   0.999260847  
2803.182625911   0.999519609  
2803.203057656   0.999966901  
2803.223489502   1.000506592  
2803.243921147   1.000997180  
2803.264352893   1.000382534  
2803.284784739   1.000484168  
2803.305216385   1.000552891  
2803.325648131   1.000517123  
2803.366511625   1.001359673  
2803.386943472   1.000665834  
2803.407375219   1.000454215  
2803.427806966   1.000208801  
2803.448238713   1.000183508  
2803.468670461   1.000165492  
2803.489102208   0.999944514  
2803.509533956   1.000050211  
2803.529965704   0.999859721  
2803.550397553   1.000029269  
2803.570829301   1.000202970  
2803.611692799   1.000219495  
2803.632124548   1.000211795  
2803.652556197   1.000425180  
2803.672988046   1.000331554  
2803.693419796   1.000862821  
2803.713851445   1.000348029  
2803.734283295   1.000436975  
2803.754715045   1.000045528  
2803.775146896   1.000356221  
2803.795578546   1.009897893  
2803.816010297   1.000514160  
2803.856873798   0.999963571  
2803.877305450   1.000157572  
2803.897737301   1.000128428  
2803.918169053   1.000352228  
2803.938600904   1.000362630  
2803.959032556   1.000337847  
2803.979464308   1.000869671  
2803.999896160   1.000588210  
2804.020327813   1.000872623  
2804.040759566   1.000354599  
2804.061191418   1.003127743  
2804.102054924   1.000664247  
2804.122486678   1.000614833  
2804.142918431   1.000459543  
2804.163350185   1.000321912  
2804.183781939   1.000267150  
2804.204213693   1.000619442  
2804.224645547   1.000909844  
2804.245077202   1.000840287  
2804.265508956   1.000621465  
2804.285940811   1.000667436  
2804.306372466   1.000804875  
2804.326804322   1.000521912  
2804.347236077   1.000435102  
2804.367667733   1.000188567  
2804.388099588   1.000842649  
2804.408531344   1.000212124  
2804.428963000   1.000524610  
2804.449394857   1.000464729  
2804.469826613   1.000429803  
2804.490258370   1.000523068  
2804.510690127   1.000299208  
2804.531121784   1.000145509  
2804.551553641   1.000396785  
2804.592417156   1.000558832  
2804.612848914   1.000409565  
2804.633280672   1.000433705  
2804.653712530   1.000533383  
2804.674144189   1.000567122  
2804.694575947   1.000651113  
2804.715007806   1.000825790  
2804.735439565   1.000496010  
2804.755871224   1.000551880  
2804.776303084   1.000967326  
2804.796734843   1.000992237  
2804.837598363   1.000470255  
2804.858030123   1.000757770  
2804.878461983   1.000786451  
2804.898893644   1.000949731  
2804.919325404   1.000658594  
2804.939757265   1.000473976  
2804.960188926   1.000513729  
2804.980620688   1.000255010  
2805.001052549   1.000762611  
2805.021484211   1.000615998  
2805.041916073   1.000722409  
2805.082779497   1.000372043  
2805.103211359   1.000577132  
2805.123643122   1.000428094  
2805.144074785   1.000685016  
2805.164506648   1.000285238  
2805.184938411   1.000681228  
2805.205370174   1.000750607  
2805.225801938   1.000404200  
2805.246233702   1.000437737  
2805.266665466   1.000515031  
2805.287097230   1.000841634  
2805.327960759   1.001017391  
2805.348392523   1.000944084  
2805.368824389   1.000912015  
2805.389256054   1.001034981  
2805.409687819   1.000835653  
2805.430119685   1.000468290  
2805.450551450   1.000492005  
2805.470983116   1.000379070  
2805.491414982   1.000599551  
2805.511846749   1.000676176  
2805.532278415   1.000892917  
2805.573142049   1.000299871  
2805.593573916   1.000527079  
2805.614005583   1.000403054  
2805.634437351   1.000506028  
2805.654869219   1.000373953  
2805.675300887   1.000486852  
2805.695732655   1.000563477  
2805.716164523   1.000227584  
2805.736596192   1.000140302  
2805.757028060   1.000399384  
2805.777459829   1.000832133  
2805.818323368   1.000363158  
2805.838755137   1.000407712  
2805.859186907   1.000619835  
2805.879618677   1.000378752  
2805.900050447   1.000746510  
2805.920482217   1.000485657  
2805.940913988   1.000730602  
2805.961345759   1.000341739  
2805.981777530   1.000186467  
2806.002209301   1.000579738  
2806.022641072   1.000435660  
2806.063504615   1.000514362  
2806.083936387   1.000729180  
2806.104368260   1.000880551  
2806.124799932   1.000889712  
2806.145231804   1.000505172  
2806.165663577   1.000949000  
2806.186095250   1.000425488  
2806.206527123   1.000637458  
2806.226958897   1.000490916  
2806.247390570   1.000424414  
2806.267822444   1.000504629  
2806.288254218   1.000156989  
2806.308686092   1.000677999  
2806.329117767   1.000435163  
2806.349549541   1.000714081  
2806.369981416   1.000453281  
2806.390413091   1.000180815  
2806.410844867   1.000330694  
2806.431276742   1.000564722  
2806.451708418   1.001008300  
2806.472140293   1.000264765  
2806.492572070   1.000521610  
2806.513003846   1.000539171  
2806.553867399   1.000843035  
2806.574299076   1.000395572  
2806.594730953   1.000436150  
2806.615162730   1.000449085  
2806.635594408   1.000417791  
2806.656026286   1.000739953  
2806.676458063   1.000576667  
2806.696889842   1.000396186  
2806.717321620   1.000169817  
2806.737753399   1.000493229  
2806.758185277   1.000790584  
2806.799048736   1.001077648  
2806.819480615   1.000736745  
2806.839912295   1.000777521  
